signal_id,strategy,symbol,direction,event_ts,event_utc,entry_price,baseline_sl_price,baseline_tp_price,baseline_risk_pct,baseline_reward_pct,baseline_source,parent_check_sl_pct,parent_check_tp_pct,parent_check_match,parent_check_db_id,variant,scale,outcome,outcome_ts,outcome_utc,outcome_reason,candle_source
ema_cross_confirmed-log-1788206504.009-MUUUSDT-LONG,ema_cross_confirmed,MUUUSDT,LONG,1788206504.009,2026-08-31T20:01:44.009000+00:00,30.77,29.49189655172414,33.326206896551724,4.153732363587458,8.307464727174926,persisted_confirmed,,,,,baseline,1.0,no_outcome_yet,,,,Gate.io futures 1m
ema_cross_confirmed-log-1788206504.009-MUUUSDT-LONG,ema_cross_confirmed,MUUUSDT,LONG,1788206504.009,2026-08-31T20:01:44.009000+00:00,30.77,29.49189655172414,33.326206896551724,4.153732363587458,8.307464727174926,persisted_confirmed,,,,,narrow-1,0.75,no_outcome_yet,,,,Gate.io futures 1m
ema_cross_confirmed-log-1788206504.009-MUUUSDT-LONG,ema_cross_confirmed,MUUUSDT,LONG,1788206504.009,2026-08-31T20:01:44.009000+00:00,30.77,29.49189655172414,33.326206896551724,4.153732363587458,8.307464727174926,persisted_confirmed,,,,,narrow-2,0.5,no_outcome_yet,,,,Gate.io futures 1m
ema_cross_confirmed-log-1788209141.902-OKTAUSDT-LONG,ema_cross_confirmed,OKTAUSDT,LONG,1788209141.902,2026-08-31T20:45:41.902000+00:00,172.56,165.99672413793104,185.68655172413793,3.803474653493836,7.606949306987672,persisted_confirmed,,,,,baseline,1.0,no_outcome_yet,,,,Gate.io futures 1m
ema_cross_confirmed-log-1788209141.902-OKTAUSDT-LONG,ema_cross_confirmed,OKTAUSDT,LONG,1788209141.902,2026-08-31T20:45:41.902000+00:00,172.56,165.99672413793104,185.68655172413793,3.803474653493836,7.606949306987672,persisted_confirmed,,,,,narrow-1,0.75,no_outcome_yet,,,,Gate.io futures 1m
ema_cross_confirmed-log-1788209141.902-OKTAUSDT-LONG,ema_cross_confirmed,OKTAUSDT,LONG,1788209141.902,2026-08-31T20:45:41.902000+00:00,172.56,165.99672413793104,185.68655172413793,3.803474653493836,7.606949306987672,persisted_confirmed,,,,,narrow-2,0.5,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7089,overheated_24h,USELESSUSDT,LONG,1788242358.0,2026-09-01T05:59:18+00:00,0.09344,0.08684910714285714,0.10662178571428571,7.053609650195695,14.10721930039139,persisted_overheated_24h,,,,,baseline,1.0,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7089,overheated_24h,USELESSUSDT,LONG,1788242358.0,2026-09-01T05:59:18+00:00,0.09344,0.08684910714285714,0.10662178571428571,7.053609650195695,14.10721930039139,persisted_overheated_24h,,,,,narrow-1,0.75,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7089,overheated_24h,USELESSUSDT,LONG,1788242358.0,2026-09-01T05:59:18+00:00,0.09344,0.08684910714285714,0.10662178571428571,7.053609650195695,14.10721930039139,persisted_overheated_24h,,,,,narrow-2,0.5,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7107,overheated_24h,MARSCOINUSDT,LONG,1788243260.0,2026-09-01T06:14:20+00:00,0.05549,0.0425375,0.081395,23.342043611461524,46.68408722292305,persisted_overheated_24h,,,,,baseline,1.0,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7107,overheated_24h,MARSCOINUSDT,LONG,1788243260.0,2026-09-01T06:14:20+00:00,0.05549,0.0425375,0.081395,23.342043611461524,46.68408722292305,persisted_overheated_24h,,,,,narrow-1,0.75,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7107,overheated_24h,MARSCOINUSDT,LONG,1788243260.0,2026-09-01T06:14:20+00:00,0.05549,0.0425375,0.081395,23.342043611461524,46.68408722292305,persisted_overheated_24h,,,,,narrow-2,0.5,no_outcome_yet,,,,Gate.io futures 1m
ema_cross_confirmed-log-1788243310.662-LABUSDT-SHORT,ema_cross_confirmed,LABUSDT,SHORT,1788243310.662,2026-09-01T06:15:10.662000+00:00,0.06967,0.07852793103448275,0.0519541379310345,12.714125210969929,25.428250421939858,persisted_confirmed,,,,,baseline,1.0,no_outcome_yet,,,,Gate.io futures 1m
ema_cross_confirmed-log-1788243310.662-LABUSDT-SHORT,ema_cross_confirmed,LABUSDT,SHORT,1788243310.662,2026-09-01T06:15:10.662000+00:00,0.06967,0.07852793103448275,0.0519541379310345,12.714125210969929,25.428250421939858,persisted_confirmed,,,,,narrow-1,0.75,no_outcome_yet,,,,Gate.io futures 1m
ema_cross_confirmed-log-1788243310.662-LABUSDT-SHORT,ema_cross_confirmed,LABUSDT,SHORT,1788243310.662,2026-09-01T06:15:10.662000+00:00,0.06967,0.07852793103448275,0.0519541379310345,12.714125210969929,25.428250421939858,persisted_confirmed,,,,,narrow-2,0.5,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7112,overheated_24h,ONGUSDT,LONG,1788244172.0,2026-09-01T06:29:32+00:00,0.10978,0.09764553571428572,0.13404892857142858,11.053438044921009,22.10687608984203,persisted_overheated_24h,,,,,baseline,1.0,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7112,overheated_24h,ONGUSDT,LONG,1788244172.0,2026-09-01T06:29:32+00:00,0.10978,0.09764553571428572,0.13404892857142858,11.053438044921009,22.10687608984203,persisted_overheated_24h,,,,,narrow-1,0.75,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7112,overheated_24h,ONGUSDT,LONG,1788244172.0,2026-09-01T06:29:32+00:00,0.10978,0.09764553571428572,0.13404892857142858,11.053438044921009,22.10687608984203,persisted_overheated_24h,,,,,narrow-2,0.5,LOSS,1788247740,2026-09-01T07:29:00+00:00,sl,Gate.io futures 1m
overheated_confirmed-log-1788244221.291-ONGUSDT-LONG,overheated_confirmed,ONGUSDT,LONG,1788244221.291,2026-09-01T06:30:21.291000+00:00,0.11077,0.09863553571428571,0.13503892857142857,10.954648628432142,21.909297256864296,persisted_confirmed,,,,,baseline,1.0,no_outcome_yet,,,,Gate.io futures 1m
overheated_confirmed-log-1788244221.291-ONGUSDT-LONG,overheated_confirmed,ONGUSDT,LONG,1788244221.291,2026-09-01T06:30:21.291000+00:00,0.11077,0.09863553571428571,0.13503892857142857,10.954648628432142,21.909297256864296,persisted_confirmed,,,,,narrow-1,0.75,no_outcome_yet,,,,Gate.io futures 1m
overheated_confirmed-log-1788244221.291-ONGUSDT-LONG,overheated_confirmed,ONGUSDT,LONG,1788244221.291,2026-09-01T06:30:21.291000+00:00,0.11077,0.09863553571428571,0.13503892857142857,10.954648628432142,21.909297256864296,persisted_confirmed,,,,,narrow-2,0.5,LOSS,1788244200,2026-09-01T06:30:00+00:00,sl,Gate.io futures 1m
overheated_24h-db-7121,overheated_24h,ARBUSDT,LONG,1788246251.0,2026-09-01T07:04:11+00:00,0.11103,0.10615875,0.1207725,4.387327749256964,8.774655498513916,persisted_overheated_24h,,,,,baseline,1.0,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7121,overheated_24h,ARBUSDT,LONG,1788246251.0,2026-09-01T07:04:11+00:00,0.11103,0.10615875,0.1207725,4.387327749256964,8.774655498513916,persisted_overheated_24h,,,,,narrow-1,0.75,no_outcome_yet,,,,Gate.io futures 1m
overheated_24h-db-7121,overheated_24h,ARBUSDT,LONG,1788246251.0,2026-09-01T07:04:11+00:00,0.11103,0.10615875,0.1207725,4.387327749256964,8.774655498513916,persisted_overheated_24h,,,,,narrow-2,0.5,no_outcome_yet,,,,Gate.io futures 1m
overheated_confirmed-log-1788247813.516-ARBUSDT-LONG,overheated_confirmed,ARBUSDT,LONG,1788247813.516,2026-09-01T07:30:13.516000+00:00,0.11425,0.10937875,0.12399250000000002,4.263676148796505,8.52735229759301,persisted_confirmed,,,,,baseline,1.0,no_outcome_yet,,,,Gate.io futures 1m
overheated_confirmed-log-1788247813.516-ARBUSDT-LONG,overheated_confirmed,ARBUSDT,LONG,1788247813.516,2026-09-01T07:30:13.516000+00:00,0.11425,0.10937875,0.12399250000000002,4.263676148796505,8.52735229759301,persisted_confirmed,,,,,narrow-1,0.75,no_outcome_yet,,,,Gate.io futures 1m
overheated_confirmed-log-1788247813.516-ARBUSDT-LONG,overheated_confirmed,ARBUSDT,LONG,1788247813.516,2026-09-01T07:30:13.516000+00:00,0.11425,0.10937875,0.12399250000000002,4.263676148796505,8.52735229759301,persisted_confirmed,,,,,narrow-2,0.5,no_outcome_yet,,,,Gate.io futures 1m
