id,ts_open,ts_open_utc,symbol,direction,alert_type,entry_price,sl_price,tp_price,outcome,exit_ts,exit_ts_utc,r,reason,opposite_within_60m,opposite_ts,opposite_alert_type,range_24h_pct,range_bucket,status_existing,ts_close_existing,exit_price_existing
1711,1786637864,2026-08-13T16:17:44+00:00,MVLLUSDT,LONG,ema_cross,28.88,27.768965517241377,31.10206896551724,sl_first,1786650300,2026-08-13T19:45:00+00:00,-1.0,stop_touch,no,,,13.974,below_50%,sl,1786650709,27.768965517241377
1712,1786637923,2026-08-13T16:18:43+00:00,MRVLUSDT,LONG,ema_cross,226.92,222.2506896551724,236.25862068965517,sl_first,1786650300,2026-08-13T19:45:00+00:00,-1.0,stop_touch,no,,,7.1209,below_50%,sl,1786650709,222.2506896551724
1713,1786638059,2026-08-13T16:20:59+00:00,COTIUSDT,LONG,ema_cross,0.01238,0.011524827586206897,0.014090344827586207,sl_first,1786642200,2026-08-13T17:30:00+00:00,-1.0,stop_touch,no,,,47.0711,below_50%,sl,1786641621,0.011524827586206897
1714,1786638060,2026-08-13T16:21:00+00:00,JCTUSDT,SHORT,ema_cross,0.003491,0.0037027241379310348,0.003067551724137931,unresolved,1786725000,2026-08-14T16:30:00+00:00,0.661237785016288,window_close,no,,,11.1945,below_50%,tp,1786780582,0.002548
1715,1786638064,2026-08-13T16:21:04+00:00,GIGGLEUSDT,SHORT,ema_cross,33.24,34.85586206896552,30.008275862068967,unresolved,1786725000,2026-08-14T16:30:00+00:00,1.0211267605633803,window_close,no,,,10.4015,below_50%,sl,1786890421,36.42
1718,1786640405,2026-08-13T17:00:05+00:00,币安人生USDT,SHORT,bb_squeeze,0.4744,0.4810307920792079,0.46113841584158416,tp_first,1786692600,2026-08-14T07:30:00+00:00,2.0,target_touch,no,,,5.3088,below_50%,tp,1786692749,0.461
1719,1786640550,2026-08-13T17:02:30+00:00,XANUSDT,LONG,bb_squeeze,0.011079,0.010473782178217822,0.012289435643564356,unresolved,1786727700,2026-08-14T17:15:00+00:00,-0.41637901418358547,window_close,no,,,8.7353,below_50%,sl,1786838667,0.010185
1720,1786640552,2026-08-13T17:02:32+00:00,C98USDT,SHORT,bb_squeeze,0.01341,0.013681287128712872,0.012867425742574257,sl_first,1786657500,2026-08-13T21:45:00+00:00,-1.0,stop_touch,no,,,6.1086,below_50%,sl,1786657245,0.01369
1721,1786640936,2026-08-13T17:08:56+00:00,PROMUSDT,LONG,oversold_24h,2.3,2.2424999999999997,2.392,tp_first,1786646700,2026-08-13T18:45:00+00:00,1.5999999999999985,target_touch,no,,,26.488,below_50%,tp,1786646914,2.473
1722,1786641198,2026-08-13T17:13:18+00:00,BERAUSDT,SHORT,bb_squeeze,0.1399,0.14127920792079207,0.13714158415841585,sl_first,1786648500,2026-08-13T19:15:00+00:00,-1.0,stop_touch,no,,,4.6864,below_50%,sl,1786648052,0.1425
1723,1786641314,2026-08-13T17:15:14+00:00,LITUSDT,SHORT,bb_squeeze,2.32,2.3606930693069303,2.2386138613861384,tp_first,1786675500,2026-08-14T02:45:00+00:00,2.000000000000011,target_touch,no,,,6.6871,below_50%,tp,1786680555,2.223
1724,1786641391,2026-08-13T17:16:31+00:00,HMSTRUSDT,SHORT,bb_squeeze,0.0001746,0.00017744653465346532,0.0001689069306930693,sl_first,1786646700,2026-08-13T18:45:00+00:00,-1.0,stop_touch,no,,,4.6056,below_50%,sl,1786646914,0.0001778
1725,1786641400,2026-08-13T17:16:40+00:00,PARTIUSDT,SHORT,bb_squeeze,0.02209,0.022448118811881187,0.021373762376237622,sl_first,1786660200,2026-08-13T22:30:00+00:00,-1.0,stop_touch,no,,,5.3109,below_50%,sl,1786786027,0.02246
1730,1786645137,2026-08-13T18:18:57+00:00,MEUSDT,LONG,bb_squeeze,0.0641,0.06331188118811881,0.06567623762376237,tp_first,1786680000,2026-08-14T04:00:00+00:00,1.9999999999999825,target_touch,no,,,4.7002,below_50%,tp,1786680555,0.0659
1731,1786646488,2026-08-13T18:41:28+00:00,SNXXUSDT,SHORT,pump_24h_fade,14.675,16.436,11.153,sl_first,1786716900,2026-08-14T14:15:00+00:00,-1.0,stop_touch,no,,,38.0443,below_50%,sl,1786743326,16.446
1734,1786648062,2026-08-13T19:07:42+00:00,ZMUSDT,LONG,bb_squeeze,107.49,106.74257425742573,108.98485148514851,tp_first,1786649400,2026-08-13T19:30:00+00:00,1.999999999999981,target_touch,no,,,3.3426,below_50%,tp,1786649546,109.28
1735,1786649777,2026-08-13T19:36:17+00:00,EDENUSDT,SHORT,pump_24h_fade,0.061,0.06831999999999999,0.04636,sl_first,1786655700,2026-08-13T21:15:00+00:00,-1.0,stop_touch,no,,,38.362,below_50%,sl,1786656493,0.06831999999999999
1737,1786651213,2026-08-13T20:00:13+00:00,AAOIUSDT,SHORT,ema_cross,130.43,135.54724137931035,120.19551724137932,sl_first,1786715100,2026-08-14T13:45:00+00:00,-1.0,stop_touch,no,,,11.2939,below_50%,sl,1786715021,139.7
1738,1786651306,2026-08-13T20:01:46+00:00,PLUMEUSDT,LONG,ema_cross,0.012506,0.012101310344827585,0.013315379310344827,tp_first,1786696200,2026-08-14T08:30:00+00:00,1.9999999999999958,target_touch,no,,,12.651,below_50%,tp,1786695778,0.013323
1739,1786651321,2026-08-13T20:02:01+00:00,PLTRXUSDT,LONG,ema_cross,179.01,176.35206896551722,184.3258620689655,sl_first,1786716900,2026-08-14T14:15:00+00:00,-1.0,stop_touch,no,,,5.818,below_50%,sl,1786718636,176.35
1740,1786651362,2026-08-13T20:02:42+00:00,ROBOUSDT,LONG,ema_cross,0.01416,0.013428620689655174,0.015622758620689656,tp_first,1786710600,2026-08-14T12:30:00+00:00,2.000000000000002,target_touch,no,,,9.9231,below_50%,tp,1786710418,0.01565
1741,1786651433,2026-08-13T20:03:53+00:00,AEONUSDT,LONG,ema_cross,0.0622,0.058888965517241376,0.06882206896551724,tp_first,1786664700,2026-08-13T23:45:00+00:00,1.999999999999998,target_touch,no,,,18.3167,below_50%,tp,1786780582,0.07129
1742,1786651454,2026-08-13T20:04:14+00:00,GLWUSDT,SHORT,ema_cross,158.55,161.41758620689657,152.81482758620692,sl_first,1786695300,2026-08-14T08:15:00+00:00,-1.0,stop_touch,no,,,6.7835,below_50%,sl,1786695060,161.41758620689657
1743,1786651464,2026-08-13T20:04:24+00:00,ETHFIUSDT,LONG,ema_cross,0.4268,0.4164896551724138,0.44742068965517245,tp_first,1786657500,2026-08-13T21:45:00+00:00,2.0000000000000053,target_touch,no,,,17.3866,below_50%,tp,1786735615,0.44742068965517245
1744,1786651848,2026-08-13T20:10:48+00:00,HEMIUSDT,SHORT,bb_squeeze,0.004701,0.004775732673267327,0.004551534653465347,sl_first,1786658400,2026-08-13T22:00:00+00:00,-1.0,stop_touch,no,,,6.6537,below_50%,sl,1786658407,0.004781
1745,1786651890,2026-08-13T20:11:30+00:00,AMATUSDT,SHORT,bb_squeeze,535.0,539.469306930693,526.0613861386139,ambiguous,1786652100,2026-08-13T20:15:00+00:00,nan,both_barriers_same_candle,no,,,6.0236,below_50%,tp,1786652235,519.4
1746,1786651911,2026-08-13T20:11:51+00:00,ZORAUSDT,SHORT,bb_squeeze,0.00479,0.004833465346534654,0.0047030693069306925,sl_first,1786657500,2026-08-13T21:45:00+00:00,-1.0,stop_touch,no,,,4.1754,below_50%,sl,1786656852,0.00484
1747,1786651925,2026-08-13T20:12:05+00:00,ZBTUSDT,SHORT,bb_squeeze,0.08904,0.09042712871287129,0.08626574257425741,tp_first,1786666500,2026-08-14T00:15:00+00:00,2.0,target_touch,no,,,4.0059,below_50%,sl,1786699705,0.09047
1748,1786651930,2026-08-13T20:12:10+00:00,ALLOUSDT,SHORT,bb_squeeze,0.26965,0.2760851485148515,0.256779702970297,sl_first,1786690800,2026-08-14T07:00:00+00:00,-1.0,stop_touch,no,,,10.7026,below_50%,sl,1786712911,0.27618
1749,1786652159,2026-08-13T20:15:59+00:00,QUSDT,SHORT,ema_cross,0.021634,0.022590793103448276,0.01972041379310345,unresolved,1786739400,2026-08-14T20:30:00+00:00,-0.11601254189642131,window_close,no,,,7.1757,below_50%,sl,1786780582,0.024029
1751,1786655584,2026-08-13T21:13:04+00:00,UBUSDT,LONG,bb_squeeze,0.13443,0.13093138613861385,0.14142722772277228,sl_first,1786671000,2026-08-14T01:30:00+00:00,-1.0,stop_touch,no,,,8.296,below_50%,sl,1786680555,0.13039
1756,1786680857,2026-08-14T04:14:17+00:00,EDENUSDT,SHORT,pump_24h_fade,0.07927,0.0887824,0.0602452,tp_first,1786694400,2026-08-14T08:00:00+00:00,1.9999999999999984,target_touch,no,,,91.8692,at_or_above_50%,tp,1786693985,0.0602452
1757,1786681087,2026-08-14T04:18:07+00:00,COOKIEUSDT,LONG,bb_squeeze,0.01237,0.011831188118811882,0.013447623762376239,sl_first,1786697100,2026-08-14T08:45:00+00:00,-1.0,stop_touch,no,,,9.6886,below_50%,sl,1786697188,0.011831188118811882
1758,1786681123,2026-08-14T04:18:43+00:00,CHIPUSDT,SHORT,bb_squeeze,0.02188,0.022215148514851485,0.02120970297029703,sl_first,1786682700,2026-08-14T04:45:00+00:00,-1.0,stop_touch,no,,,7.974,below_50%,sl,1786683045,0.02358
1759,1786681142,2026-08-14T04:19:02+00:00,BANANAS31USDT,LONG,bb_squeeze,0.008424,0.00813090099009901,0.00901019801980198,unresolved,1786768200,2026-08-15T04:30:00+00:00,1.3579029152450817,window_close,no,,,7.0993,below_50%,tp,1787214201,0.009017
1760,1786681222,2026-08-14T04:20:22+00:00,DOTUSDT,SHORT,bb_squeeze,0.762,0.7674554455445545,0.7510891089108911,tp_first,1786744800,2026-08-14T22:00:00+00:00,2.0,target_touch,no,,,2.1053,below_50%,sl,1786765905,0.777
1761,1786681226,2026-08-14T04:20:26+00:00,HYPEUSDT,SHORT,bb_squeeze,56.551,56.99746534653465,55.6580693069307,tp_first,1786718700,2026-08-14T14:45:00+00:00,2.0,target_touch,no,,,3.4588,below_50%,tp,1786718636,55.607
1762,1786681285,2026-08-14T04:21:25+00:00,ONDOUSDT,SHORT,bb_squeeze,0.3305,0.3334752475247525,0.32454950495049506,tp_first,1786709700,2026-08-14T12:15:00+00:00,2.0,target_touch,no,,,2.8797,below_50%,tp,1786719942,0.3233
1763,1786681350,2026-08-14T04:22:30+00:00,ACHUSDT,SHORT,bb_squeeze,0.004061,0.00409770297029703,0.003987594059405941,sl_first,1786689000,2026-08-14T06:30:00+00:00,-1.0,stop_touch,no,,,4.3393,below_50%,sl,1786740078,0.004098
1764,1786681433,2026-08-14T04:23:53+00:00,SWARMSUSDT,LONG,ema_cross,0.008749,0.008398413793103448,0.009450172413793104,sl_first,1786681800,2026-08-14T04:30:00+00:00,-1.0,stop_touch,no,,,20.9077,below_50%,sl,1786685589,0.008317
1765,1786681532,2026-08-14T04:25:32+00:00,NESUSDT,LONG,ema_cross,0.2148,0.21121724137931033,0.2219655172413793,sl_first,1786681800,2026-08-14T04:30:00+00:00,-1.0,stop_touch,no,,,9.9085,below_50%,sl,1786682002,0.2105
1766,1786681622,2026-08-14T04:27:02+00:00,SLXUSDT,LONG,ema_cross,0.07939,0.07734551724137931,0.08347896551724138,sl_first,1786700700,2026-08-14T09:45:00+00:00,-1.0,stop_touch,no,,,6.331,below_50%,sl,1786700785,0.07698
1767,1786681631,2026-08-14T04:27:11+00:00,MUSDT,LONG,ema_cross,1.1723,1.1381793103448274,1.2405413793103448,sl_first,1786693500,2026-08-14T07:45:00+00:00,-1.0,stop_touch,no,,,13.4797,below_50%,sl,1786694309,1.127
1768,1786681747,2026-08-14T04:29:07+00:00,SCRTUSDT,SHORT,pump_24h_fade,0.03918,0.0438816,0.0297768,tp_first,1786704300,2026-08-14T10:45:00+00:00,2.0,target_touch,no,,,46.2702,below_50%,tp,1786704288,0.02975
1770,1786684030,2026-08-14T05:07:10+00:00,VELVETUSDT,LONG,bb_squeeze,0.72902,0.6922126732673267,0.8026346534653466,sl_first,1786684500,2026-08-14T05:15:00+00:00,-1.0,stop_touch,no,,,21.9636,below_50%,sl,1786684518,0.68508
1772,1786686236,2026-08-14T05:43:56+00:00,ACEUSDT,SHORT,pump_24h_fade,0.1398,0.156576,0.10624800000000001,sl_first,1786698000,2026-08-14T09:00:00+00:00,-1.0,stop_touch,no,,,33.9114,below_50%,sl,1786697906,0.1578
1773,1786686237,2026-08-14T05:43:57+00:00,VELVETUSDT,SHORT,pump_24h_fade,0.95201,1.0662512,0.7235276,sl_first,1786686300,2026-08-14T05:45:00+00:00,-1.0,stop_touch,yes,1786684030,bb_squeeze,94.7636,at_or_above_50%,sl,1786711139,1.0855
1774,1786687443,2026-08-14T06:04:03+00:00,ZHIPUUSDT,SHORT,bb_squeeze,161.41,164.12039603960395,155.98920792079207,tp_first,1786688100,2026-08-14T06:15:00+00:00,2.0000000000000107,target_touch,no,,,14.2758,below_50%,tp,1786688117,155.34
1775,1786687560,2026-08-14T06:06:00+00:00,SIRENUSDT,SHORT,bb_squeeze,0.02911,0.029712772277227722,0.027904455445544554,tp_first,1786695300,2026-08-14T08:15:00+00:00,2.0000000000000058,target_touch,no,,,5.4991,below_50%,tp,1786695060,0.02784
1776,1786687572,2026-08-14T06:06:12+00:00,MORPHOUSDT,SHORT,bb_squeeze,1.9366,1.9505673267326733,1.9086653465346535,tp_first,1786705200,2026-08-14T11:00:00+00:00,2.000000000000016,target_touch,no,,,1.9087,below_50%,sl,1786782448,1.9507
1777,1786687622,2026-08-14T06:07:02+00:00,SKYAIUSDT,SHORT,bb_squeeze,0.07279,0.07758217821782178,0.06320564356435643,sl_first,1786741200,2026-08-14T21:00:00+00:00,-1.0,stop_touch,no,,,14.2837,below_50%,tp,1786810084,0.06320564356435643
1779,1786688046,2026-08-14T06:14:06+00:00,AVAAIUSDT,SHORT,pump_24h_fade,0.016078,0.01800736,0.012219279999999999,unresolved,1786774500,2026-08-15T06:15:00+00:00,0.8116681179251134,window_close,no,,,55.0845,at_or_above_50%,sl,1787216995,0.01800736
1780,1786688046,2026-08-14T06:14:06+00:00,AKEUSDT,SHORT,pump_24h_fade,0.0081962,0.009179744,0.006229112,sl_first,1786702500,2026-08-14T10:15:00+00:00,-1.0,stop_touch,no,,,166.1345,at_or_above_50%,sl,1786702686,0.009179744
1781,1786692684,2026-08-14T07:31:24+00:00,HFTUSDT,SHORT,bb_squeeze,0.00796,0.008207128712871287,0.0074657425742574255,sl_first,1786721400,2026-08-14T15:30:00+00:00,-1.0,stop_touch,no,,,11.2113,below_50%,sl,1786721620,0.008207128712871287
1782,1786692690,2026-08-14T07:31:30+00:00,DOGEUSDT,SHORT,bb_squeeze,0.06963,0.07004782178217822,0.06879435643564356,sl_first,1786728600,2026-08-14T17:30:00+00:00,-1.0,stop_touch,no,,,1.8716,below_50%,sl,1786765905,0.07032
1783,1786692756,2026-08-14T07:32:36+00:00,ETHUSDT,SHORT,bb_squeeze,1872.19,1881.0437623762377,1854.482475247525,sl_first,1786722300,2026-08-14T15:45:00+00:00,-1.0,stop_touch,no,,,1.8352,below_50%,sl,1786722279,1881.0437623762377
1784,1786692836,2026-08-14T07:33:56+00:00,PIPPINUSDT,SHORT,bb_squeeze,0.0165,0.016764356435643564,0.01597128712871287,sl_first,1786725900,2026-08-14T16:45:00+00:00,-1.0,stop_touch,no,,,4.9383,below_50%,sl,1786731907,0.0168
1785,1786692843,2026-08-14T07:34:03+00:00,GALAUSDT,SHORT,bb_squeeze,0.001634,0.0016481980198019802,0.0016056039603960395,sl_first,1786722300,2026-08-14T15:45:00+00:00,-1.0,stop_touch,no,,,3.5583,below_50%,sl,1786722279,0.00165
1786,1786692858,2026-08-14T07:34:18+00:00,HEMIUSDT,SHORT,bb_squeeze,0.004669,0.004738841584158416,0.004529316831683169,sl_first,1786722300,2026-08-14T15:45:00+00:00,-1.0,stop_touch,no,,,6.6537,below_50%,sl,1786721952,0.004758
1787,1786693126,2026-08-14T07:38:46+00:00,CHIPUSDT,SHORT,ema_cross,0.02188,0.02262103448275862,0.020397931034482758,sl_first,1786693500,2026-08-14T07:45:00+00:00,-1.0,stop_touch,no,,,12.981,below_50%,sl,1786693509,0.02265
1788,1786693160,2026-08-14T07:39:20+00:00,ACEUSDT,LONG,ema_cross,0.1311,0.12324482758620689,0.1468103448275862,tp_first,1786694400,2026-08-14T08:00:00+00:00,2.0,target_touch,no,,,40.9441,below_50%,tp,1786693985,0.1468103448275862
1791,1786694341,2026-08-14T07:59:01+00:00,ATHUSDT,SHORT,bb_squeeze,0.003831,0.003871069306930693,0.003750861386138614,tp_first,1786704300,2026-08-14T10:45:00+00:00,2.0000000000000107,target_touch,no,,,4.4879,below_50%,tp,1786704288,0.003664
1792,1786694494,2026-08-14T08:01:34+00:00,PEOPLEUSDT,SHORT,bb_squeeze,0.007671,0.007815772277227722,0.007381455445544555,sl_first,1786711500,2026-08-14T12:45:00+00:00,-1.0,stop_touch,no,,,5.4536,below_50%,sl,1786712128,0.007829
1793,1786694601,2026-08-14T08:03:21+00:00,CROSSUSDT,LONG,ema_cross,0.10934,0.10595758620689656,0.1161048275862069,tp_first,1786698900,2026-08-14T09:15:00+00:00,2.0,target_touch,no,,,20.6512,below_50%,tp,1786698985,0.1161048275862069
1794,1786694729,2026-08-14T08:05:29+00:00,CROUSDT,LONG,ema_cross,0.049,0.048388275862068966,0.05022344827586207,sl_first,1786702500,2026-08-14T10:15:00+00:00,-1.0,stop_touch,no,,,7.0492,below_50%,sl,1786706548,0.04831
1795,1786694855,2026-08-14T08:07:35+00:00,SNXXUSDT,LONG,overheated_24h,15.555,15.166125,16.1772,sl_first,1786695300,2026-08-14T08:15:00+00:00,-1.0,stop_touch,no,,,38.0443,below_50%,sl,1786695778,15.151
1796,1786694857,2026-08-14T08:07:37+00:00,ACEUSDT,LONG,overheated_24h,0.1459,0.1422525,0.151736,tp_first,1786696200,2026-08-14T08:30:00+00:00,1.600000000000003,target_touch,no,,,43.3237,below_50%,tp,1786695778,0.1526
1798,1786695136,2026-08-14T08:12:16+00:00,LPTUSDT,SHORT,bb_squeeze,1.193,1.2018118811881189,1.1753762376237624,sl_first,1786696200,2026-08-14T08:30:00+00:00,-1.0,stop_touch,no,,,2.9338,below_50%,sl,1786696859,1.202
1799,1786695147,2026-08-14T08:12:27+00:00,ALTUSDT,SHORT,bb_squeeze,0.005794,0.005856336633663366,0.005669326732673267,sl_first,1786724100,2026-08-14T16:15:00+00:00,-1.0,stop_touch,no,,,3.1239,below_50%,sl,1786732222,0.005862
1800,1786695164,2026-08-14T08:12:44+00:00,KGENUSDT,SHORT,bb_squeeze,0.18638,0.19018059405940593,0.1787788118811881,tp_first,1786700700,2026-08-14T09:45:00+00:00,2.0,target_touch,no,,,8.2919,below_50%,tp,1786701175,0.1787788118811881
1801,1786695207,2026-08-14T08:13:27+00:00,MOVEUSDT,LONG,bb_squeeze,0.00643,0.00633039603960396,0.0066292079207920795,sl_first,1786695300,2026-08-14T08:15:00+00:00,-1.0,stop_touch,no,,,8.1531,below_50%,tp,1786702686,0.0067
1802,1786695266,2026-08-14T08:14:26+00:00,LTCUSDT,SHORT,bb_squeeze,44.62,44.78990099009901,44.28019801980198,tp_first,1786716000,2026-08-14T14:00:00+00:00,2.0,target_touch,no,,,0.9648,below_50%,tp,1786715972,44.18
1804,1786695760,2026-08-14T08:22:40+00:00,VCXUSDT,LONG,overheated_24h,43.55,42.46125,45.292,sl_first,1786698000,2026-08-14T09:00:00+00:00,-1.0,stop_touch,no,,,37.1562,below_50%,sl,1786698659,41.86
1805,1786696102,2026-08-14T08:28:22+00:00,B2USDT,LONG,bb_squeeze,0.486,0.48037029702970296,0.4972594059405941,tp_first,1786703400,2026-08-14T10:30:00+00:00,2.0000000000000098,target_touch,no,,,4.3775,below_50%,tp,1786703792,0.4998
1806,1786696652,2026-08-14T08:37:32+00:00,ACEUSDT,LONG,overheated_24h,0.1537,0.1498575,0.15984800000000002,tp_first,1786698900,2026-08-14T09:15:00+00:00,1.6000000000000043,target_touch,no,,,48.6071,below_50%,tp,1786698659,0.1611
1807,1786698035,2026-08-14T09:00:35+00:00,BTWUSDT,LONG,bb_squeeze,0.29371,0.2807483267326733,0.3196333465346535,sl_first,1786702500,2026-08-14T10:15:00+00:00,-1.0,stop_touch,no,,,20.2766,below_50%,sl,1786705346,0.27993
1808,1786698065,2026-08-14T09:01:05+00:00,STARUSDT,SHORT,bb_squeeze,0.0784,0.08092039603960396,0.07335920792079208,sl_first,1786707900,2026-08-14T11:45:00+00:00,-1.0,stop_touch,no,,,10.7941,below_50%,sl,1786707955,0.08154
1809,1786698071,2026-08-14T09:01:11+00:00,ARBUSDT,LONG,bb_squeeze,0.0758,0.07505712871287129,0.07728574257425744,sl_first,1786700700,2026-08-14T09:45:00+00:00,-1.0,stop_touch,no,,,2.4015,below_50%,sl,1786700458,0.07484
1811,1786698754,2026-08-14T09:12:34+00:00,CRVUSDT,SHORT,bb_squeeze,0.2479,0.2527287128712871,0.23824257425742576,tp_first,1786750200,2026-08-14T23:30:00+00:00,2.0000000000000058,target_touch,no,,,5.0566,below_50%,sl,1786985435,0.2529
1812,1786699364,2026-08-14T09:22:44+00:00,ACEUSDT,LONG,overheated_24h,0.1633,0.15921749999999998,0.169832,tp_first,1786699800,2026-08-14T09:30:00+00:00,1.5999999999999959,target_touch,no,,,55.1724,at_or_above_50%,tp,1786700066,0.17
1815,1786700265,2026-08-14T09:37:45+00:00,CROSSUSDT,LONG,overheated_24h,0.12244,0.11937899999999999,0.1273376,tp_first,1786700700,2026-08-14T09:45:00+00:00,1.5999999999999963,target_touch,no,,,31.1008,below_50%,sl,1786701175,0.11847
1816,1786700271,2026-08-14T09:37:51+00:00,ACEUSDT,LONG,overheated_24h,0.1766,0.172185,0.18366400000000002,sl_first,1786700700,2026-08-14T09:45:00+00:00,-1.0,stop_touch,no,,,64.6552,at_or_above_50%,sl,1786700785,0.172185
1818,1786701620,2026-08-14T10:00:20+00:00,ENAUSDT,SHORT,bb_squeeze,0.08457,0.08544980198019803,0.08281039603960397,tp_first,1786717800,2026-08-14T14:30:00+00:00,2.0,target_touch,no,,,2.8107,below_50%,tp,1786717684,0.08281039603960397
1819,1786701646,2026-08-14T10:00:46+00:00,LIGHTUSDT,SHORT,bb_squeeze,0.1615,0.16598118811881188,0.15253762376237623,sl_first,1786704300,2026-08-14T10:45:00+00:00,-1.0,stop_touch,no,,,10.9034,below_50%,sl,1786704288,0.1677
1820,1786701647,2026-08-14T10:00:47+00:00,RIFUSDT,LONG,bb_squeeze,0.07294,0.07152722772277229,0.07576554455445546,sl_first,1786707000,2026-08-14T11:30:00+00:00,-1.0,stop_touch,no,,,8.2407,below_50%,sl,1786706875,0.07067
1821,1786701664,2026-08-14T10:01:04+00:00,PTBUSDT,SHORT,bb_squeeze,0.0008334,0.0008523930693069306,0.0007954138613861385,tp_first,1786712400,2026-08-14T13:00:00+00:00,2.0000000000000058,target_touch,no,,,10.1582,below_50%,sl,1786780582,0.0008605
1822,1786701701,2026-08-14T10:01:41+00:00,MOODENGUSDT,SHORT,bb_squeeze,0.03543,0.03574950495049505,0.034790990099009905,sl_first,1786724100,2026-08-14T16:15:00+00:00,-1.0,stop_touch,no,,,5.1651,below_50%,sl,1786731907,0.03599
1824,1786702691,2026-08-14T10:18:11+00:00,ACEUSDT,SHORT,pump_24h_fade,0.1869,0.20932800000000001,0.142044,sl_first,1786704300,2026-08-14T10:45:00+00:00,-1.0,stop_touch,yes,1786700271,overheated_24h,74.5523,at_or_above_50%,sl,1786703792,0.2114
1825,1786702692,2026-08-14T10:18:12+00:00,AKEUSDT,SHORT,pump_24h_fade,0.0093462,0.010467744000000001,0.007103112,sl_first,1786703400,2026-08-14T10:30:00+00:00,-1.0,stop_touch,no,,,125.9131,at_or_above_50%,sl,1786707236,0.0105231
1826,1786703148,2026-08-14T10:25:48+00:00,SNDKUSDT,LONG,overheated_24h,1611.12,1570.8419999999999,1675.5647999999999,sl_first,1786715100,2026-08-14T13:45:00+00:00,-1.0,stop_touch,no,,,22.6944,below_50%,sl,1786714696,1570.8419999999999
1827,1786703150,2026-08-14T10:25:50+00:00,ACEUSDT,LONG,overheated_24h,0.1952,0.19032000000000002,0.20300800000000002,sl_first,1786703400,2026-08-14T10:30:00+00:00,-1.0,stop_touch,yes,1786702691,pump_24h_fade,74.5523,at_or_above_50%,tp,1786703792,0.2114
1828,1786703442,2026-08-14T10:30:42+00:00,INTCUSDT,LONG,bb_squeeze,106.56,105.56742574257426,108.54514851485149,sl_first,1786709700,2026-08-14T12:15:00+00:00,-1.0,stop_touch,no,,,7.1208,below_50%,sl,1786709696,105.43
1829,1786703503,2026-08-14T10:31:43+00:00,GDXUSDT,LONG,bb_squeeze,89.0,88.2840594059406,90.43188118811881,tp_first,1786715100,2026-08-14T13:45:00+00:00,2.0,target_touch,no,,,2.9659,below_50%,tp,1786714696,90.43188118811881
1830,1786703569,2026-08-14T10:32:49+00:00,BLURUSDT,SHORT,bb_squeeze,0.01288,0.012979702970297031,0.012680594059405942,sl_first,1786715100,2026-08-14T13:45:00+00:00,-1.0,stop_touch,no,,,3.8132,below_50%,sl,1786715021,0.012979702970297031
1831,1786703574,2026-08-14T10:32:54+00:00,IOTXUSDT,LONG,bb_squeeze,0.00263,0.0025796336633663367,0.0027307326732673265,tp_first,1786704300,2026-08-14T10:45:00+00:00,2.0,target_touch,no,,,10.024,below_50%,sl,1786846270,0.002575
1832,1786703589,2026-08-14T10:33:09+00:00,TWTUSDT,SHORT,bb_squeeze,0.4017,0.4049049504950495,0.395290099009901,sl_first,1786711500,2026-08-14T12:45:00+00:00,-1.0,stop_touch,no,,,3.902,below_50%,sl,1786721952,0.4051
1833,1786703622,2026-08-14T10:33:42+00:00,TQQQXUSDT,LONG,bb_squeeze,77.49,77.02534653465347,78.41930693069307,sl_first,1786715100,2026-08-14T13:45:00+00:00,-1.0,stop_touch,no,,,4.603,below_50%,sl,1786717684,76.87
1834,1786703684,2026-08-14T10:34:44+00:00,RENDERUSDT,SHORT,bb_squeeze,1.2442,1.2531910891089109,1.2262178217821782,sl_first,1786713300,2026-08-14T13:15:00+00:00,-1.0,stop_touch,no,,,2.7458,below_50%,sl,1786715021,1.254
1835,1786704611,2026-08-14T10:50:11+00:00,ACEUSDT,SHORT,pump_24h_fade,0.2121,0.237552,0.161196,sl_first,1786707000,2026-08-14T11:30:00+00:00,-1.0,stop_touch,yes,1786703150,overheated_24h,105.8216,at_or_above_50%,sl,1786707236,0.24
1838,1786706070,2026-08-14T11:14:30+00:00,UPUSDT,SHORT,bb_squeeze,0.391,0.3950425742574258,0.38291485148514853,sl_first,1786707000,2026-08-14T11:30:00+00:00,-1.0,stop_touch,no,,,4.773,below_50%,sl,1786711803,0.3951
1839,1786706100,2026-08-14T11:15:00+00:00,FHEUSDT,SHORT,bb_squeeze,0.02473,0.025558514851485147,0.0230729702970297,unresolved,1786792500,2026-08-15T11:15:00+00:00,0.19311663479923147,window_close,no,,,11.8716,below_50%,sl,1786810084,0.0258
1840,1786706107,2026-08-14T11:15:07+00:00,MUUSDT,LONG,bb_squeeze,977.45,968.110198019802,996.129603960396,sl_first,1786715100,2026-08-14T13:45:00+00:00,-1.0,stop_touch,no,,,8.7433,below_50%,sl,1786714696,961.55
1841,1786706139,2026-08-14T11:15:39+00:00,ADAUSDT,SHORT,bb_squeeze,0.1792,0.1807188118811881,0.17616237623762376,sl_first,1786728600,2026-08-14T17:30:00+00:00,-1.0,stop_touch,no,,,3.5774,below_50%,sl,1786766563,0.1807188118811881
