id,ts_open,ts_open_utc,symbol,direction,alert_type,entry_price,sl_price,tp_price,outcome,exit_ts,exit_ts_utc,r,reason,opposite_within_60m,opposite_ts,opposite_alert_type,range_24h_pct,range_bucket,status_existing,ts_close_existing,exit_price_existing
686,1786305144,2026-08-09T19:52:24+00:00,SLXUSDT,LONG,oversold_24h,0.07754,0.0756015,0.0806416,unresolved,1786392000,2026-08-10T20:00:00+00:00,-0.3301521795202492,window_close,no,,,14.7689,below_50%,sl,1786432258,0.07554
687,1786305149,2026-08-09T19:52:29+00:00,MAGMAUSDT,LONG,oversold_24h,0.19215,0.18734625,0.19983599999999999,sl_first,1786320000,2026-08-10T00:00:00+00:00,-1.0,stop_touch,no,,,23.3763,below_50%,sl,1786334550,0.18635
688,1786305239,2026-08-09T19:53:59+00:00,GWEIUSDT,LONG,oversold_24h,0.021007,0.020481825000000002,0.021847280000000004,tp_first,1786309200,2026-08-09T21:00:00+00:00,1.6000000000000065,target_touch,no,,,28.6256,below_50%,tp,1786308813,0.021858
689,1786305680,2026-08-09T20:01:20+00:00,MAGMAUSDT,LONG,oversold_24h,0.19189,0.18709275,0.1995656,sl_first,1786320000,2026-08-10T00:00:00+00:00,-1.0,stop_touch,no,,,23.3892,below_50%,sl,1786334550,0.18635
690,1786305704,2026-08-09T20:01:44+00:00,GWEIUSDT,LONG,oversold_24h,0.021239,0.020708025,0.02208856,tp_first,1786310100,2026-08-09T21:15:00+00:00,1.6,target_touch,no,,,29.6208,below_50%,tp,1786309533,0.022123
691,1786305782,2026-08-09T20:03:02+00:00,EPICUSDT,LONG,oversold_24h,0.5945,0.5796375,0.61828,sl_first,1786306500,2026-08-09T20:15:00+00:00,-1.0,stop_touch,no,,,129.4184,at_or_above_50%,sl,1786305788,0.5755
692,1786306304,2026-08-09T20:11:44+00:00,SLXUSDT,LONG,oversold_24h,0.07759,0.07565025,0.0806936,sl_first,1786322700,2026-08-10T00:45:00+00:00,-1.0,stop_touch,no,,,13.5027,below_50%,sl,1786432258,0.07554
693,1786306320,2026-08-09T20:12:00+00:00,EPICUSDT,LONG,oversold_24h,0.5757,0.5613075,0.598728,tp_first,1786306500,2026-08-09T20:15:00+00:00,1.6,target_touch,no,,,129.4184,at_or_above_50%,tp,1786306619,0.6105
695,1786306337,2026-08-09T20:12:17+00:00,RIVERUSDT,LONG,oversold_24h,2.646,2.57985,2.75184,sl_first,1786318200,2026-08-09T23:30:00+00:00,-1.0,stop_touch,no,,,14.5913,below_50%,tp,1786350740,2.753
699,1786306946,2026-08-09T20:22:26+00:00,ESPUSDT,LONG,overheated_24h,0.0759,0.0740025,0.07893599999999999,sl_first,1786308300,2026-08-09T20:45:00+00:00,-1.0,stop_touch,no,,,23.1678,below_50%,sl,1786307991,0.07397
700,1786306956,2026-08-09T20:22:36+00:00,SLXUSDT,LONG,oversold_24h,0.07785,0.07590375,0.08096400000000001,sl_first,1786320900,2026-08-10T00:15:00+00:00,-1.0,stop_touch,no,,,12.9195,below_50%,sl,1786432115,0.07567
703,1786307895,2026-08-09T20:38:15+00:00,EPICUSDT,LONG,oversold_24h,0.5887,0.5739825,0.612248,tp_first,1786309200,2026-08-09T21:00:00+00:00,1.5999999999999954,target_touch,no,,,129.4184,at_or_above_50%,tp,1786308351,0.615
706,1786307938,2026-08-09T20:38:58+00:00,SLXUSDT,LONG,oversold_24h,0.07708,0.075153,0.0801632,unresolved,1786394700,2026-08-10T20:45:00+00:00,-0.34250129735339624,window_close,no,,,12.5114,below_50%,manual,1786445757,
707,1786308516,2026-08-09T20:48:36+00:00,SLXUSDT,LONG,oversold_24h,0.07716,0.075231,0.08024640000000001,unresolved,1786395600,2026-08-10T21:00:00+00:00,-0.4821150855365475,window_close,no,,,12.4152,below_50%,manual,1786445757,
709,1786309677,2026-08-09T21:07:57+00:00,SKYAIUSDT,LONG,oversold_24h,0.09935,0.09686624999999999,0.103324,sl_first,1786314600,2026-08-09T22:30:00+00:00,-1.0,stop_touch,no,,,56.5986,at_or_above_50%,tp,1786334550,0.10775
710,1786309701,2026-08-09T21:08:21+00:00,EPICUSDT,LONG,oversold_24h,0.5846,0.569985,0.6079840000000001,sl_first,1786311900,2026-08-09T21:45:00+00:00,-1.0,stop_touch,no,,,129.4184,at_or_above_50%,sl,1786311515,0.5675
711,1786310893,2026-08-09T21:28:13+00:00,NAORISUSDT,LONG,oversold_24h,0.03116,0.030381,0.0324064,tp_first,1786359600,2026-08-10T11:00:00+00:00,1.5999999999999983,target_touch,no,,,25.2153,below_50%,tp,1786360274,0.03246
712,1786311505,2026-08-09T21:38:25+00:00,PEOPLEUSDT,LONG,overheated_24h,0.009281,0.009048974999999999,0.00965224,sl_first,1786320900,2026-08-10T00:15:00+00:00,-1.0,stop_touch,no,,,27.4593,below_50%,sl,1786334666,0.009046
713,1786311525,2026-08-09T21:38:45+00:00,EPICUSDT,LONG,oversold_24h,0.5784,0.56394,0.6015360000000001,sl_first,1786311900,2026-08-09T21:45:00+00:00,-1.0,stop_touch,no,,,129.4184,at_or_above_50%,sl,1786311755,0.5616
715,1786312095,2026-08-09T21:48:15+00:00,EPICUSDT,LONG,oversold_24h,0.5711,0.5568225,0.593944,sl_first,1786313700,2026-08-09T22:15:00+00:00,-1.0,stop_touch,no,,,129.4184,at_or_above_50%,sl,1786334550,0.5121
716,1786312694,2026-08-09T21:58:14+00:00,SAGAUSDT,LONG,oversold_24h,0.01513,0.01475175,0.0157352,sl_first,1786318200,2026-08-09T23:30:00+00:00,-1.0,stop_touch,no,,,53.6383,at_or_above_50%,sl,1786336662,0.01469
717,1786335165,2026-08-10T04:12:45+00:00,HMSTRUSDT,LONG,oversold_24h,0.0001946,0.00018973499999999999,0.000202384,sl_first,1786378500,2026-08-10T16:15:00+00:00,-1.0,stop_touch,no,,,22.3802,below_50%,sl,1786379410,0.0001895
718,1786335166,2026-08-10T04:12:46+00:00,BSBUSDT,LONG,oversold_24h,0.13802,0.1345695,0.1435408,tp_first,1786340700,2026-08-10T05:45:00+00:00,1.6,target_touch,no,,,14.2369,below_50%,tp,1786340136,0.14385
719,1786335167,2026-08-10T04:12:47+00:00,EPICUSDT,LONG,oversold_24h,0.5064,0.49373999999999996,0.526656,tp_first,1786335300,2026-08-10T04:15:00+00:00,1.6000000000000034,target_touch,no,,,143.1963,at_or_above_50%,sl,1786338463,0.4904
720,1786335173,2026-08-10T04:12:53+00:00,MAGMAUSDT,LONG,oversold_24h,0.18476,0.180141,0.19215040000000003,tp_first,1786350600,2026-08-10T08:30:00+00:00,1.6,target_touch,no,,,26.425,below_50%,tp,1786350592,0.19217
723,1786335187,2026-08-10T04:13:07+00:00,CLOUSDT,LONG,oversold_24h,0.10346,0.10087349999999999,0.1075984,sl_first,1786336200,2026-08-10T04:30:00+00:00,-1.0,stop_touch,no,,,23.3749,below_50%,sl,1786335631,0.10051
724,1786335188,2026-08-10T04:13:08+00:00,TAKEUSDT,LONG,oversold_24h,0.05534,0.0539565,0.0575536,sl_first,1786337100,2026-08-10T04:45:00+00:00,-1.0,stop_touch,no,,,25.855,below_50%,sl,1786336662,0.05364
726,1786335770,2026-08-10T04:22:50+00:00,CLOUSDT,LONG,oversold_24h,0.10052,0.098007,0.1045408,sl_first,1786336200,2026-08-10T04:30:00+00:00,-1.0,stop_touch,no,,,26.1321,below_50%,sl,1786336113,0.09791
727,1786335783,2026-08-10T04:23:03+00:00,DEEPUSDT,LONG,oversold_24h,0.01553,0.01514175,0.0161512,sl_first,1786374000,2026-08-10T15:00:00+00:00,-1.0,stop_touch,no,,,19.1979,below_50%,sl,1786373995,0.01513
728,1786336079,2026-08-10T04:27:59+00:00,IOTXUSDT,LONG,oversold_24h,0.002858,0.0027865499999999996,0.00297232,sl_first,1786337100,2026-08-10T04:45:00+00:00,-1.0,stop_touch,no,,,36.2613,below_50%,sl,1786336473,0.002781
729,1786336088,2026-08-10T04:28:08+00:00,HEIUSDT,LONG,oversold_24h,0.15756,0.153621,0.16386240000000002,sl_first,1786340700,2026-08-10T05:45:00+00:00,-1.0,stop_touch,no,,,28.51,below_50%,sl,1786339967,0.15351
730,1786336366,2026-08-10T04:32:46+00:00,CLOUSDT,LONG,oversold_24h,0.09908,0.096603,0.1030432,sl_first,1786337100,2026-08-10T04:45:00+00:00,-1.0,stop_touch,no,,,36.4436,below_50%,tp,1786378367,0.1034
731,1786336675,2026-08-10T04:37:55+00:00,IOTXUSDT,LONG,oversold_24h,0.002698,0.0026305499999999997,0.00280592,tp_first,1786337100,2026-08-10T04:45:00+00:00,1.5999999999999974,target_touch,no,,,36.2613,below_50%,sl,1786354654,0.002622
733,1786337427,2026-08-10T04:50:27+00:00,TAKEUSDT,LONG,confluence,0.05332,0.043511647856963535,0.07293670428607293,unresolved,1786424400,2026-08-11T05:00:00+00:00,0.28037329409633727,window_close,no,,,27.8512,below_50%,manual,1786445757,
734,1786337874,2026-08-10T04:57:54+00:00,SAGAUSDT,LONG,oversold_24h,0.01473,0.013116458792402575,0.01795708241519485,unresolved,1786424400,2026-08-11T05:00:00+00:00,0.148741165623754,window_close,no,,,53.6383,at_or_above_50%,manual,1786445757,
