sample,step_pct,n,n_signals,n_resolved,n_tp_branch,n_unresolved,baseline_total_r,baseline_avg_r,total_r,avg_r,wr_pct,tp_reach_pct,trail_exit_n,floor_exit_n,sample_status
baseline_fixed,,408,408,408,165,0,83.8,0.2053921568627451,83.8,0.2053921568627451,40.44117647058823,40.44117647058823,0,0,ready
partial_tp50,2.0,408,408,408,165,0,83.8,0.2053921568627451,95.5305093327753,0.23414340522739044,40.44117647058823,40.44117647058823,25,140,ready
partial_tp50,3.0,408,408,408,165,0,83.8,0.2053921568627451,93.43208024895954,0.2290001966886263,40.44117647058823,40.44117647058823,20,145,ready
partial_tp50,4.0,408,408,408,165,0,83.8,0.2053921568627451,98.57850291918271,0.24161397774309487,40.44117647058823,40.44117647058823,14,151,ready
partial_tp50,5.0,408,408,408,165,0,83.8,0.2053921568627451,98.17268448761541,0.24061932472454758,40.44117647058823,40.44117647058823,12,153,ready
partial_tp50,6.0,408,408,408,165,0,83.8,0.2053921568627451,97.82885806365869,0.23977661290112423,40.44117647058823,40.44117647058823,11,154,ready
partial_tp50,8.0,408,408,408,165,0,83.8,0.2053921568627451,103.53246629634268,0.2537560448439771,40.44117647058823,40.44117647058823,10,155,ready
partial_tp50,10.0,408,408,408,165,0,83.8,0.2053921568627451,103.8745959124158,0.2545945978245485,40.44117647058823,40.44117647058823,8,157,ready
