id,strategy,symbol,direction,baseline_status,baseline_r,source_baseline_outcome,step_pct,tp_reached,tp_trigger_ts,tp_trigger_price,partial_branch,post_tp_candles,trajectory_updates_json,trail_ts,trail_price,second_half_r,total_r,outcome,coverage_error
2840,overheated_24h,AVAAIUSDT,LONG,tp,2.0,tp,3.0,True,1787217900,0.01854975,tp_branch,1,[],1787218200,0.01854975,2.0,2.0,partial_tp_floor,
2840,overheated_24h,AVAAIUSDT,LONG,tp,2.0,tp,4.0,True,1787217900,0.01854975,tp_branch,1,[],1787218200,0.01854975,2.0,2.0,partial_tp_floor,
2840,overheated_24h,AVAAIUSDT,LONG,tp,2.0,tp,5.0,True,1787217900,0.01854975,tp_branch,1,[],1787218200,0.01854975,2.0,2.0,partial_tp_floor,
2840,overheated_24h,AVAAIUSDT,LONG,tp,2.0,tp,6.0,True,1787217900,0.01854975,tp_branch,1,[],1787218200,0.01854975,2.0,2.0,partial_tp_floor,
2840,overheated_24h,AVAAIUSDT,LONG,tp,2.0,tp,8.0,True,1787217900,0.01854975,tp_branch,1,[],1787218200,0.01854975,2.0,2.0,partial_tp_floor,
2840,overheated_24h,AVAAIUSDT,LONG,tp,2.0,tp,10.0,True,1787217900,0.01854975,tp_branch,1,[],1787218200,0.01854975,2.0,2.0,partial_tp_floor,
2842,overheated_24h,USELESSUSDT,LONG,tp,2.0000000000000027,tp,2.0,True,1787238900,0.04961892857142858,tp_branch,1,[],1787239200,0.04961892857142858,2.0000000000000027,2.0000000000000027,partial_tp_floor,
2842,overheated_24h,USELESSUSDT,LONG,tp,2.0000000000000027,tp,3.0,True,1787238900,0.04961892857142858,tp_branch,1,[],1787239200,0.04961892857142858,2.0000000000000027,2.0000000000000027,partial_tp_floor,
2842,overheated_24h,USELESSUSDT,LONG,tp,2.0000000000000027,tp,4.0,True,1787238900,0.04961892857142858,tp_branch,1,[],1787239200,0.04961892857142858,2.0000000000000027,2.0000000000000027,partial_tp_floor,
2842,overheated_24h,USELESSUSDT,LONG,tp,2.0000000000000027,tp,5.0,True,1787238900,0.04961892857142858,tp_branch,1,[],1787239200,0.04961892857142858,2.0000000000000027,2.0000000000000027,partial_tp_floor,
2842,overheated_24h,USELESSUSDT,LONG,tp,2.0000000000000027,tp,6.0,True,1787238900,0.04961892857142858,tp_branch,1,[],1787239200,0.04961892857142858,2.0000000000000027,2.0000000000000027,partial_tp_floor,
2842,overheated_24h,USELESSUSDT,LONG,tp,2.0000000000000027,tp,8.0,True,1787238900,0.04961892857142858,tp_branch,1,[],1787239200,0.04961892857142858,2.0000000000000027,2.0000000000000027,partial_tp_floor,
2842,overheated_24h,USELESSUSDT,LONG,tp,2.0000000000000027,tp,10.0,True,1787238900,0.04961892857142858,tp_branch,1,[],1787239200,0.04961892857142858,2.0000000000000027,2.0000000000000027,partial_tp_floor,
2843,overheated_24h,ETHFIUSDT,LONG,sl,-1.0,sl,2.0,False,,,not_activated,0,[],,,,-1.0,baseline_sl,
2843,overheated_24h,ETHFIUSDT,LONG,sl,-1.0,sl,3.0,False,,,not_activated,0,[],,,,-1.0,baseline_sl,
2843,overheated_24h,ETHFIUSDT,LONG,sl,-1.0,sl,4.0,False,,,not_activated,0,[],,,,-1.0,baseline_sl,
2843,overheated_24h,ETHFIUSDT,LONG,sl,-1.0,sl,5.0,False,,,not_activated,0,[],,,,-1.0,baseline_sl,
2843,overheated_24h,ETHFIUSDT,LONG,sl,-1.0,sl,6.0,False,,,not_activated,0,[],,,,-1.0,baseline_sl,
2843,overheated_24h,ETHFIUSDT,LONG,sl,-1.0,sl,8.0,False,,,not_activated,0,[],,,,-1.0,baseline_sl,
