strategy,step_pct,n_unique_signals,n_unresolved,delta_avg_r,ci_low,ci_high,ci_width,ci_crosses_zero,bootstrap_iterations,bootstrap_seed
overheated_24h,2.0,408,0,0.028751248364645415,0.014046238548807653,0.047092119981417095,0.03304588143260944,False,20000,20260846
overheated_24h,3.0,408,0,0.023608039825881267,0.010574564049224102,0.03940412866034816,0.02882956461112406,False,20000,20260856
overheated_24h,4.0,408,0,0.03622182088034984,0.009613394031859823,0.07600879160390317,0.06639539757204335,False,20000,20260866
overheated_24h,5.0,408,0,0.035227167861802564,0.010392017965539067,0.07333595329397208,0.06294393532843301,False,20000,20260876
overheated_24h,6.0,408,0,0.034384456038379176,0.009801326523184764,0.07070750347308111,0.06090617694989634,False,20000,20260886
overheated_24h,8.0,408,0,0.04836388798123213,0.012973269365118181,0.09456537659321705,0.08159210722809887,False,20000,20260906
overheated_24h,10.0,408,0,0.04920244096180351,0.010337487322896407,0.10211791730801749,0.09178042998512108,False,20000,20260926
