id,ts_open,ts_open_utc,symbol,direction,alert_type,strategy,is_shadow,status,ts_close,ts_close_utc,entry_price,sl_price,tp_price,exit_price,result_r,outcome,btc_candle_ts,btc_candle_ts_utc,btc_close,btc_ema50,trend_regime,regime_reason
691,1786305782,2026-08-09T20:03:02+00:00,EPICUSDT,LONG,oversold_24h,oversold_24h,1,sl,1786305788,2026-08-09T20:03:08+00:00,0.5945,0.5796375,0.61828,0.5755,-1.278385197645081,loss,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
692,1786306304,2026-08-09T20:11:44+00:00,SLXUSDT,LONG,oversold_24h,oversold_24h,1,sl,1786432258,2026-08-11T07:10:58+00:00,0.07759,0.07565025,0.0806936,0.07554,-1.0568372212914066,loss,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
693,1786306320,2026-08-09T20:12:00+00:00,EPICUSDT,LONG,oversold_24h,oversold_24h,1,tp,1786306619,2026-08-09T20:16:59+00:00,0.5757,0.5613075,0.598728,0.6105,2.417926003126627,win,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
694,1786306332,2026-08-09T20:12:12+00:00,MAGMAUSDT,LONG,oversold_24h,oversold_24h,0,sl,1786334550,2026-08-10T04:02:30+00:00,0.19337,0.18853574999999997,0.2011048,0.18635,-1.4521383875471854,loss,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
695,1786306337,2026-08-09T20:12:17+00:00,RIVERUSDT,LONG,oversold_24h,oversold_24h,1,tp,1786350740,2026-08-10T08:32:20+00:00,2.646,2.57985,2.75184,2.753,1.6175359032501937,win,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
696,1786306354,2026-08-09T20:12:34+00:00,GWEIUSDT,LONG,oversold_24h,oversold_24h,0,tp,1786334550,2026-08-10T04:02:30+00:00,0.021273,0.020741175,0.022123920000000002,0.024126,5.364546608376822,win,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
699,1786306946,2026-08-09T20:22:26+00:00,ESPUSDT,LONG,overheated_24h,overheated_24h,1,sl,1786307991,2026-08-09T20:39:51+00:00,0.0759,0.0740025,0.07893599999999999,0.07397,-1.017127799736498,loss,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
700,1786306956,2026-08-09T20:22:36+00:00,SLXUSDT,LONG,oversold_24h,oversold_24h,1,sl,1786432115,2026-08-11T07:08:35+00:00,0.07785,0.07590375,0.08096400000000001,0.07567,-1.1201027617212616,loss,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
703,1786307895,2026-08-09T20:38:15+00:00,EPICUSDT,LONG,oversold_24h,oversold_24h,1,tp,1786308351,2026-08-09T20:45:51+00:00,0.5887,0.5739825,0.612248,0.615,1.7869882792593783,win,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
705,1786307934,2026-08-09T20:38:54+00:00,BICOUSDT,LONG,oversold_24h,oversold_24h,0,sl,1786309413,2026-08-09T21:03:33+00:00,0.04912,0.047892,0.0510848,0.04773,-1.1319218241042308,loss,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
709,1786309677,2026-08-09T21:07:57+00:00,SKYAIUSDT,LONG,oversold_24h,oversold_24h,1,tp,1786334550,2026-08-10T04:02:30+00:00,0.09935,0.09686624999999999,0.103324,0.10775,3.3819828887770433,win,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
710,1786309701,2026-08-09T21:08:21+00:00,EPICUSDT,LONG,oversold_24h,oversold_24h,1,sl,1786311515,2026-08-09T21:38:35+00:00,0.5846,0.569985,0.6079840000000001,0.5675,-1.1700307902839515,loss,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
711,1786310893,2026-08-09T21:28:13+00:00,NAORISUSDT,LONG,oversold_24h,oversold_24h,1,tp,1786360274,2026-08-10T11:11:14+00:00,0.03116,0.030381,0.0324064,0.03246,1.6688061617458272,win,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
712,1786311505,2026-08-09T21:38:25+00:00,PEOPLEUSDT,LONG,overheated_24h,overheated_24h,1,sl,1786334666,2026-08-10T04:04:26+00:00,0.009281,0.009048974999999999,0.00965224,0.009046,-1.012821894192431,loss,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
713,1786311525,2026-08-09T21:38:45+00:00,EPICUSDT,LONG,oversold_24h,oversold_24h,1,sl,1786311755,2026-08-09T21:42:35+00:00,0.5784,0.56394,0.6015360000000001,0.5616,-1.1618257261410792,loss,1786291200,2026-08-09T16:00:00+00:00,65148.5,64450.38541216852,bull,close_vs_ema50
