id,strategy,symbol,direction,is_shadow,activation_threshold,activation_r,step_pct,range_pct,baseline_r,baseline_outcome,alt_r,alt_outcome,trail_ts,trail_price,activated,coverage_error
669,oversold_24h,BSBUSDT,LONG,0,+0.75R,0.75,8.0,18.610439482292705,-1.0,sl,-1.0,trail_stop,1786328700,0.138762,True,
669,oversold_24h,BSBUSDT,LONG,0,+0.75R,0.75,10.0,18.610439482292705,-1.0,sl,-1.0,trail_stop,1786328700,0.138762,True,
669,oversold_24h,BSBUSDT,LONG,0,+1R,1.0,2.0,18.610439482292705,-1.0,sl,-1.0,sl,1786328700,0.138762,False,
669,oversold_24h,BSBUSDT,LONG,0,+1R,1.0,3.0,18.610439482292705,-1.0,sl,-1.0,sl,1786328700,0.138762,False,
669,oversold_24h,BSBUSDT,LONG,0,+1R,1.0,4.0,18.610439482292705,-1.0,sl,-1.0,sl,1786328700,0.138762,False,
669,oversold_24h,BSBUSDT,LONG,0,+1R,1.0,5.0,18.610439482292705,-1.0,sl,-1.0,sl,1786328700,0.138762,False,
669,oversold_24h,BSBUSDT,LONG,0,+1R,1.0,6.0,18.610439482292705,-1.0,sl,-1.0,sl,1786328700,0.138762,False,
669,oversold_24h,BSBUSDT,LONG,0,+1R,1.0,8.0,18.610439482292705,-1.0,sl,-1.0,sl,1786328700,0.138762,False,
669,oversold_24h,BSBUSDT,LONG,0,+1R,1.0,10.0,18.610439482292705,-1.0,sl,-1.0,sl,1786328700,0.138762,False,
670,oversold_24h,SLXUSDT,LONG,1,any_profit,,2.0,15.319476520400316,-1.0,sl,-0.6248883216336979,trail_stop,1786315500,0.077126,True,
670,oversold_24h,SLXUSDT,LONG,1,any_profit,,3.0,15.319476520400316,-1.0,sl,-1.0,trail_stop,1786320300,0.07639125000000001,True,
670,oversold_24h,SLXUSDT,LONG,1,any_profit,,4.0,15.319476520400316,-1.0,sl,-1.0,trail_stop,1786320300,0.07639125000000001,True,
670,oversold_24h,SLXUSDT,LONG,1,any_profit,,5.0,15.319476520400316,-1.0,sl,-1.0,trail_stop,1786320300,0.07639125000000001,True,
670,oversold_24h,SLXUSDT,LONG,1,any_profit,,6.0,15.319476520400316,-1.0,sl,-1.0,trail_stop,1786320300,0.07639125000000001,True,
670,oversold_24h,SLXUSDT,LONG,1,any_profit,,8.0,15.319476520400316,-1.0,sl,-1.0,trail_stop,1786320300,0.07639125000000001,True,
670,oversold_24h,SLXUSDT,LONG,1,any_profit,,10.0,15.319476520400316,-1.0,sl,-1.0,trail_stop,1786320300,0.07639125000000001,True,
670,oversold_24h,SLXUSDT,LONG,1,+0.3R,0.3,2.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.3R,0.3,3.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.3R,0.3,4.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.3R,0.3,5.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.3R,0.3,6.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.3R,0.3,8.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.3R,0.3,10.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.5R,0.5,2.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.5R,0.5,3.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.5R,0.5,4.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.5R,0.5,5.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.5R,0.5,6.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.5R,0.5,8.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.5R,0.5,10.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.75R,0.75,2.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.75R,0.75,3.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.75R,0.75,4.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.75R,0.75,5.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.75R,0.75,6.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.75R,0.75,8.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+0.75R,0.75,10.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+1R,1.0,2.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+1R,1.0,3.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+1R,1.0,4.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+1R,1.0,5.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+1R,1.0,6.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+1R,1.0,8.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
670,oversold_24h,SLXUSDT,LONG,1,+1R,1.0,10.0,15.319476520400316,-1.0,sl,-1.0,sl,1786320300,0.07639125000000001,False,
671,oversold_24h,RIVERUSDT,LONG,1,any_profit,,2.0,14.591291061879302,1.5999999999999988,tp,-0.4314403911244764,trail_stop,1786317900,2.63032,True,
671,oversold_24h,RIVERUSDT,LONG,1,any_profit,,3.0,14.591291061879302,1.5999999999999988,tp,-0.8352012034599401,trail_stop,1786317900,2.6034800000000002,True,
671,oversold_24h,RIVERUSDT,LONG,1,any_profit,,4.0,14.591291061879302,1.5999999999999988,tp,-1.0,trail_stop,1786317900,2.5925249999999997,True,
