strategy,activation_threshold,step_pct,n,baseline_total_r,alt_total_r,delta_total_r,baseline_avg_r,alt_avg_r,delta_avg_r,baseline_wr_pct,alt_wr_pct,alt_positive_n,alt_negative_n,activated_n,trail_exit_n,baseline_2r_to_alt_loss_n,baseline_sl_to_alt_positive_n
overheated_24h,+0.5R,10.0,408,83.8,121.275691,37.475691,0.205392,0.297244,0.091852,40.4412,44.1176,180,228,267,115,7,28
overheated_24h,+0.75R,2.0,408,83.8,67.521852,-16.278148,0.205392,0.165495,-0.039897,40.4412,60.2941,246,162,236,194,1,82
overheated_24h,+0.75R,3.0,408,83.8,63.871686,-19.928314,0.205392,0.156548,-0.048844,40.4412,55.1471,225,183,236,173,10,74
overheated_24h,+0.75R,4.0,408,83.8,85.532078,1.732078,0.205392,0.209637,0.004245,40.4412,50.9804,208,200,236,143,10,58
overheated_24h,+0.75R,5.0,408,83.8,94.361731,10.561731,0.205392,0.231279,0.025887,40.4412,49.5098,202,206,236,125,11,52
overheated_24h,+0.75R,6.0,408,83.8,102.382772,18.582772,0.205392,0.250938,0.045546,40.4412,47.3039,193,215,236,111,9,41
overheated_24h,+0.75R,8.0,408,83.8,125.134929,41.334929,0.205392,0.306703,0.101311,40.4412,45.8333,187,221,236,87,3,29
overheated_24h,+0.75R,10.0,408,83.8,116.938563,33.138563,0.205392,0.286614,0.081222,40.4412,43.8725,179,229,236,83,6,26
overheated_24h,+1R,2.0,408,83.8,69.496154,-14.303846,0.205392,0.170334,-0.035058,40.4412,55.6373,227,181,215,167,1,64
overheated_24h,+1R,3.0,408,83.8,64.23294,-19.56706,0.205392,0.157434,-0.047958,40.4412,53.4314,218,190,215,147,7,62
overheated_24h,+1R,4.0,408,83.8,88.843879,5.043879,0.205392,0.217755,0.012362,40.4412,50.2451,205,203,215,115,7,49
overheated_24h,+1R,5.0,408,83.8,94.702275,10.902275,0.205392,0.232113,0.026721,40.4412,48.2843,197,211,215,99,9,43
overheated_24h,+1R,6.0,408,83.8,97.485273,13.685273,0.205392,0.238934,0.033542,40.4412,46.3235,189,219,215,88,7,34
overheated_24h,+1R,8.0,408,83.8,116.658749,32.858749,0.205392,0.285928,0.080536,40.4412,45.098,184,224,215,66,2,25
overheated_24h,+1R,10.0,408,83.8,109.516033,25.716033,0.205392,0.268422,0.063029,40.4412,43.3824,177,231,215,63,6,24
overheated_24h,any_profit,2.0,408,83.8,65.174817,-18.625183,0.205392,0.159742,-0.04565,40.4412,49.5098,202,206,358,331,36,82
overheated_24h,any_profit,3.0,408,83.8,73.397377,-10.402623,0.205392,0.179896,-0.025497,40.4412,48.2843,197,211,358,308,31,75
overheated_24h,any_profit,4.0,408,83.8,107.845191,24.045191,0.205392,0.264326,0.058934,40.4412,47.0588,192,216,358,270,22,57
overheated_24h,any_profit,5.0,408,83.8,115.999125,32.199125,0.205392,0.284312,0.078919,40.4412,47.0588,192,216,358,248,18,51
overheated_24h,any_profit,6.0,408,83.8,117.696978,33.896978,0.205392,0.288473,0.083081,40.4412,45.3431,185,223,358,234,14,40
overheated_24h,any_profit,8.0,408,83.8,129.885425,46.085425,0.205392,0.318347,0.112954,40.4412,44.3627,181,227,358,210,6,26
overheated_24h,any_profit,10.0,408,83.8,118.41542,34.61542,0.205392,0.290234,0.084842,40.4412,42.402,173,235,358,205,9,23
overheated_confirmed,+0.3R,2.0,212,57.5,38.136345,-19.363655,0.271226,0.179888,-0.091338,42.9245,58.9623,125,87,157,134,14,49
overheated_confirmed,+0.3R,3.0,212,57.5,35.845751,-21.654249,0.271226,0.169084,-0.102143,42.9245,52.8302,112,100,157,126,19,42
overheated_confirmed,+0.3R,4.0,212,57.5,49.090594,-8.409406,0.271226,0.231559,-0.039667,42.9245,52.3585,111,101,157,108,15,37
overheated_confirmed,+0.3R,5.0,212,57.5,53.885339,-3.614661,0.271226,0.254176,-0.01705,42.9245,48.1132,102,110,157,98,14,27
overheated_confirmed,+0.3R,6.0,212,57.5,62.298914,4.798914,0.271226,0.293863,0.022636,42.9245,46.6981,99,113,157,89,9,19
overheated_confirmed,+0.3R,8.0,212,57.5,67.792933,10.292933,0.271226,0.319778,0.048552,42.9245,45.283,96,116,157,78,7,12
overheated_confirmed,+0.3R,10.0,212,57.5,62.794854,5.294854,0.271226,0.296202,0.024976,42.9245,44.3396,94,118,157,75,7,10
overheated_confirmed,+0.5R,2.0,212,57.5,44.338557,-13.161443,0.271226,0.209144,-0.062082,42.9245,63.6792,135,77,145,119,5,49
overheated_confirmed,+0.5R,3.0,212,57.5,38.386527,-19.113473,0.271226,0.181069,-0.090158,42.9245,55.1887,117,95,145,111,14,40
overheated_confirmed,+0.5R,4.0,212,57.5,54.587524,-2.912476,0.271226,0.257488,-0.013738,42.9245,53.7736,114,98,145,92,11,34
overheated_confirmed,+0.5R,5.0,212,57.5,59.366029,1.866029,0.271226,0.280028,0.008802,42.9245,50.0,106,106,145,82,11,26
overheated_confirmed,+0.5R,6.0,212,57.5,63.986881,6.486881,0.271226,0.301825,0.030598,42.9245,47.6415,101,111,145,75,7,18
overheated_confirmed,+0.5R,8.0,212,57.5,67.081521,9.581521,0.271226,0.316422,0.045196,42.9245,45.283,96,116,145,65,6,11
overheated_confirmed,+0.5R,10.0,212,57.5,63.099557,5.599557,0.271226,0.297639,0.026413,42.9245,44.8113,95,117,145,62,6,10
overheated_confirmed,+0.75R,2.0,212,57.5,39.59567,-17.90433,0.271226,0.186772,-0.084454,42.9245,58.4906,124,88,123,97,4,37
overheated_confirmed,+0.75R,3.0,212,57.5,38.481271,-19.018729,0.271226,0.181515,-0.089711,42.9245,54.2453,115,97,123,86,8,32
overheated_confirmed,+0.75R,4.0,212,57.5,56.167925,-1.332075,0.271226,0.264943,-0.006283,42.9245,54.2453,115,97,123,67,6,30
overheated_confirmed,+0.75R,5.0,212,57.5,59.601475,2.101475,0.271226,0.281139,0.009913,42.9245,50.4717,107,105,123,58,7,23
overheated_confirmed,+0.75R,6.0,212,57.5,62.824785,5.324785,0.271226,0.296343,0.025117,42.9245,48.1132,102,110,123,51,6,17
overheated_confirmed,+0.75R,8.0,212,57.5,62.276142,4.776142,0.271226,0.293755,0.022529,42.9245,44.8113,95,117,123,44,7,11
overheated_confirmed,+0.75R,10.0,212,57.5,60.027753,2.527753,0.271226,0.28315,0.011923,42.9245,44.8113,95,117,123,41,6,10
overheated_confirmed,+1R,2.0,212,57.5,36.034909,-21.465091,0.271226,0.169976,-0.10125,42.9245,53.7736,114,98,107,79,4,27
overheated_confirmed,+1R,3.0,212,57.5,35.571764,-21.928236,0.271226,0.167791,-0.103435,42.9245,52.3585,111,101,107,68,5,25
overheated_confirmed,+1R,4.0,212,57.5,48.450588,-9.049412,0.271226,0.228541,-0.042686,42.9245,50.9434,108,104,107,52,7,24
overheated_confirmed,+1R,5.0,212,57.5,52.578014,-4.921986,0.271226,0.248009,-0.023217,42.9245,48.5849,103,109,107,43,7,19
overheated_confirmed,+1R,6.0,212,57.5,57.663303,0.163303,0.271226,0.271997,0.00077,42.9245,46.6981,99,113,107,36,6,14
overheated_confirmed,+1R,8.0,212,57.5,58.967841,1.467841,0.271226,0.27815,0.006924,42.9245,44.8113,95,117,107,29,6,10
overheated_confirmed,+1R,10.0,212,57.5,56.6062,-0.8938,0.271226,0.26701,-0.004216,42.9245,44.3396,94,118,107,27,6,9
overheated_confirmed,any_profit,2.0,212,57.5,33.412488,-24.087512,0.271226,0.157606,-0.11362,42.9245,49.0566,104,108,179,157,26,42
overheated_confirmed,any_profit,3.0,212,57.5,38.557003,-18.942997,0.271226,0.181873,-0.089354,42.9245,46.6981,99,113,179,147,25,37
overheated_confirmed,any_profit,4.0,212,57.5,51.635983,-5.864017,0.271226,0.243566,-0.02766,42.9245,48.1132,102,110,179,129,19,33
overheated_confirmed,any_profit,5.0,212,57.5,55.832542,-1.667458,0.271226,0.263361,-0.007865,42.9245,46.2264,98,114,179,119,16,26
overheated_confirmed,any_profit,6.0,212,57.5,64.629819,7.129819,0.271226,0.304858,0.033631,42.9245,45.7547,97,115,179,110,11,19
overheated_confirmed,any_profit,8.0,212,57.5,66.468751,8.968751,0.271226,0.313532,0.042305,42.9245,43.3962,92,120,179,100,9,10
overheated_confirmed,any_profit,10.0,212,57.5,62.83865,5.33865,0.271226,0.296409,0.025182,42.9245,43.8679,93,119,179,96,7,9
overheated_early,+0.3R,2.0,175,59.0,32.273725,-26.726275,0.337143,0.184421,-0.152722,44.5714,72.0,126,49,143,132,11,61
overheated_early,+0.3R,3.0,175,59.0,42.376671,-16.623329,0.337143,0.242152,-0.09499,44.5714,61.7143,108,67,143,120,11,45
overheated_early,+0.3R,4.0,175,59.0,56.349233,-2.650767,0.337143,0.321996,-0.015147,44.5714,56.0,98,77,143,104,9,33
overheated_early,+0.3R,5.0,175,59.0,56.104283,-2.895717,0.337143,0.320596,-0.016547,44.5714,49.7143,87,88,143,95,15,27
overheated_early,+0.3R,6.0,175,59.0,67.006049,8.006049,0.337143,0.382892,0.045749,44.5714,49.1429,86,89,143,85,11,20
overheated_early,+0.3R,8.0,175,59.0,69.717119,10.717119,0.337143,0.398384,0.061241,44.5714,46.8571,82,93,143,74,10,15
overheated_early,+0.3R,10.0,175,59.0,65.57244,6.57244,0.337143,0.3747,0.037557,44.5714,46.8571,82,93,143,71,9,15
overheated_early,+0.5R,2.0,175,59.0,40.335542,-18.664458,0.337143,0.230489,-0.106654,44.5714,73.7143,129,46,132,118,4,55
overheated_early,+0.5R,3.0,175,59.0,40.61506,-18.38494,0.337143,0.232086,-0.105057,44.5714,64.5714,113,62,132,108,6,44
overheated_early,+0.5R,4.0,175,59.0,54.362981,-4.637019,0.337143,0.310646,-0.026497,44.5714,59.4286,104,71,132,93,6,35
overheated_early,+0.5R,5.0,175,59.0,54.626049,-4.373951,0.337143,0.312149,-0.024994,44.5714,53.1429,93,82,132,84,10,27
overheated_early,+0.5R,6.0,175,59.0,65.597552,6.597552,0.337143,0.374843,0.0377,44.5714,50.8571,89,86,132,74,9,20
overheated_early,+0.5R,8.0,175,59.0,69.780116,10.780116,0.337143,0.398744,0.061601,44.5714,48.0,84,91,132,63,9,15
overheated_early,+0.5R,10.0,175,59.0,66.654485,7.654485,0.337143,0.380883,0.04374,44.5714,48.0,84,91,132,60,8,15
overheated_early,+0.75R,2.0,175,59.0,39.668828,-19.331172,0.337143,0.226679,-0.110464,44.5714,67.4286,118,57,119,102,3,43
overheated_early,+0.75R,3.0,175,59.0,37.49531,-21.50469,0.337143,0.214259,-0.122884,44.5714,61.7143,108,67,119,94,5,37
overheated_early,+0.75R,4.0,175,59.0,51.51064,-7.48936,0.337143,0.294347,-0.042796,44.5714,58.8571,103,72,119,78,5,32
overheated_early,+0.75R,5.0,175,59.0,51.226166,-7.773834,0.337143,0.292721,-0.044422,44.5714,52.5714,92,83,119,70,9,25
overheated_early,+0.75R,6.0,175,59.0,67.145482,8.145482,0.337143,0.383688,0.046546,44.5714,52.0,91,84,119,58,6,19
overheated_early,+0.75R,8.0,175,59.0,71.626252,12.626252,0.337143,0.409293,0.07215,44.5714,49.7143,87,88,119,48,7,16
overheated_early,+0.75R,10.0,175,59.0,68.242871,9.242871,0.337143,0.389959,0.052816,44.5714,48.5714,85,90,119,46,7,15
overheated_early,+1R,2.0,175,59.0,46.690957,-12.309043,0.337143,0.266805,-0.070337,44.5714,60.0,105,70,104,81,2,29
overheated_early,+1R,3.0,175,59.0,52.303678,-6.696322,0.337143,0.298878,-0.038265,44.5714,59.4286,104,71,104,69,2,29
overheated_early,+1R,4.0,175,59.0,57.07618,-1.92382,0.337143,0.32615,-0.010993,44.5714,58.2857,102,73,104,57,3,28
overheated_early,+1R,5.0,175,59.0,66.036102,7.036102,0.337143,0.377349,0.040206,44.5714,54.8571,96,79,104,45,4,23
overheated_early,+1R,6.0,175,59.0,69.896416,10.896416,0.337143,0.399408,0.062265,44.5714,52.5714,92,83,104,39,5,19
overheated_early,+1R,8.0,175,59.0,75.374597,16.374597,0.337143,0.430712,0.093569,44.5714,50.2857,88,87,104,31,5,15
overheated_early,+1R,10.0,175,59.0,70.9387,11.9387,0.337143,0.405364,0.068221,44.5714,48.5714,85,90,104,30,6,14
overheated_early,any_profit,2.0,175,59.0,30.067019,-28.932981,0.337143,0.171812,-0.165331,44.5714,53.7143,94,81,167,156,22,41
overheated_early,any_profit,3.0,175,59.0,42.85946,-16.14054,0.337143,0.244911,-0.092232,44.5714,51.4286,90,85,167,144,18,35
overheated_early,any_profit,4.0,175,59.0,60.131467,1.131467,0.337143,0.343608,0.006466,44.5714,50.8571,89,86,167,128,12,28
overheated_early,any_profit,5.0,175,59.0,57.874477,-1.125523,0.337143,0.330711,-0.006432,44.5714,46.2857,81,94,167,120,17,23
overheated_early,any_profit,6.0,175,59.0,68.019705,9.019705,0.337143,0.388684,0.051541,44.5714,46.2857,81,94,167,110,13,17
overheated_early,any_profit,8.0,175,59.0,72.66202,13.66202,0.337143,0.415212,0.078069,44.5714,46.2857,81,94,167,98,11,15
overheated_early,any_profit,10.0,175,59.0,67.034727,8.034727,0.337143,0.383056,0.045913,44.5714,46.8571,82,93,167,95,9,15
oversold_24h,+0.3R,2.0,478,49.0,-6.181453,-55.181453,0.10251,-0.012932,-0.115442,39.5397,51.8828,248,230,330,297,8,103
oversold_24h,+0.3R,3.0,478,49.0,-13.254073,-62.254073,0.10251,-0.027728,-0.130239,39.5397,42.2594,202,276,330,268,17,68
oversold_24h,+0.3R,4.0,478,49.0,-12.651108,-61.651108,0.10251,-0.026467,-0.128977,39.5397,39.3305,188,290,330,245,21,51
oversold_24h,+0.3R,5.0,478,49.0,-4.511491,-53.511491,0.10251,-0.009438,-0.111949,39.5397,39.1213,187,291,330,226,25,44
oversold_24h,+0.3R,6.0,478,49.0,-2.765228,-51.765228,0.10251,-0.005785,-0.108295,39.5397,38.0753,182,296,330,215,23,38
oversold_24h,+0.3R,8.0,478,49.0,4.04403,-44.95597,0.10251,0.00846,-0.09405,39.5397,37.8661,181,297,330,200,15,30
oversold_24h,+0.3R,10.0,478,49.0,16.491537,-32.508463,0.10251,0.034501,-0.068009,39.5397,37.2385,178,300,330,185,10,22
oversold_24h,+0.5R,2.0,478,49.0,-19.803433,-68.803433,0.10251,-0.04143,-0.14394,39.5397,50.2092,240,238,275,240,5,87
oversold_24h,+0.5R,3.0,478,49.0,-24.179405,-73.179405,0.10251,-0.050585,-0.153095,39.5397,43.9331,210,268,275,214,9,62
oversold_24h,+0.5R,4.0,478,49.0,-21.987116,-70.987116,0.10251,-0.045998,-0.148509,39.5397,42.4686,203,275,275,192,12,55
oversold_24h,+0.5R,5.0,478,49.0,-11.231888,-60.231888,0.10251,-0.023498,-0.126008,39.5397,41.6318,199,279,275,172,18,47
oversold_24h,+0.5R,6.0,478,49.0,-8.604944,-57.604944,0.10251,-0.018002,-0.120512,39.5397,39.5397,189,289,275,161,18,39
oversold_24h,+0.5R,8.0,478,49.0,4.267949,-44.732051,0.10251,0.008929,-0.093582,39.5397,38.7029,185,293,275,145,13,31
oversold_24h,+0.5R,10.0,478,49.0,14.424876,-34.575124,0.10251,0.030178,-0.072333,39.5397,37.2385,178,300,275,132,10,22
oversold_24h,+0.75R,2.0,478,49.0,-14.384385,-63.384385,0.10251,-0.030093,-0.132603,39.5397,51.2552,245,233,231,187,6,79
oversold_24h,+0.75R,3.0,478,49.0,-21.090698,-70.090698,0.10251,-0.044123,-0.146633,39.5397,43.5146,208,270,231,167,6,53
oversold_24h,+0.75R,4.0,478,49.0,-17.922959,-66.922959,0.10251,-0.037496,-0.140006,39.5397,42.0502,201,277,231,148,7,48
oversold_24h,+0.75R,5.0,478,49.0,-6.387439,-55.387439,0.10251,-0.013363,-0.115873,39.5397,42.4686,203,275,231,127,11,45
oversold_24h,+0.75R,6.0,478,49.0,-5.342262,-54.342262,0.10251,-0.011176,-0.113687,39.5397,41.4226,198,280,231,117,13,41
oversold_24h,+0.75R,8.0,478,49.0,9.195187,-39.804813,0.10251,0.019237,-0.083274,39.5397,39.749,190,288,231,101,10,31
oversold_24h,+0.75R,10.0,478,49.0,15.428283,-33.571717,0.10251,0.032277,-0.070234,39.5397,37.6569,180,298,231,91,9,22
oversold_24h,+1R,2.0,478,49.0,-8.868303,-57.868303,0.10251,-0.018553,-0.121063,39.5397,47.2803,226,252,196,153,6,60
oversold_24h,+1R,3.0,478,49.0,-6.357707,-55.357707,0.10251,-0.013301,-0.115811,39.5397,44.1423,211,267,196,130,6,49
oversold_24h,+1R,4.0,478,49.0,-10.3082,-59.3082,0.10251,-0.021565,-0.124076,39.5397,41.2134,197,281,196,115,6,42
oversold_24h,+1R,5.0,478,49.0,4.043618,-44.956382,0.10251,0.008459,-0.094051,39.5397,42.2594,202,276,196,93,6,39
oversold_24h,+1R,6.0,478,49.0,3.827926,-45.172074,0.10251,0.008008,-0.094502,39.5397,41.841,200,278,196,84,8,38
oversold_24h,+1R,8.0,478,49.0,6.991471,-42.008529,0.10251,0.014627,-0.087884,39.5397,40.1674,192,286,196,72,9,32
oversold_24h,+1R,10.0,478,49.0,12.543677,-36.456323,0.10251,0.026242,-0.076268,39.5397,37.6569,180,298,196,63,9,22
oversold_24h,any_profit,2.0,478,49.0,-0.812816,-49.812816,0.10251,-0.0017,-0.104211,39.5397,38.7029,185,293,410,379,31,75
oversold_24h,any_profit,3.0,478,49.0,-12.545072,-61.545072,0.10251,-0.026245,-0.128755,39.5397,34.1004,163,315,410,351,33,47
oversold_24h,any_profit,4.0,478,49.0,-16.869764,-65.869764,0.10251,-0.035292,-0.137803,39.5397,33.682,161,317,410,329,32,39
oversold_24h,any_profit,5.0,478,49.0,-7.670088,-56.670088,0.10251,-0.016046,-0.118557,39.5397,36.1925,173,305,410,310,31,39
oversold_24h,any_profit,6.0,478,49.0,-2.198642,-51.198642,0.10251,-0.0046,-0.10711,39.5397,36.6109,175,303,410,296,27,36
oversold_24h,any_profit,8.0,478,49.0,3.733643,-45.266357,0.10251,0.007811,-0.094699,39.5397,37.2385,178,300,410,280,17,29
oversold_24h,any_profit,10.0,478,49.0,14.183391,-34.816609,0.10251,0.029672,-0.072838,39.5397,37.0293,177,301,410,265,11,22
