id,strategy,direction,regime,regime_reason,cohort,prior_cohort_n,prior_cohort_wins,prior_cohort_losses,historical_wr_pct,filter_pass,filter_reason
4365,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,315,139,176,44.127,yes,passes
4372,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,319,140,179,43.8871,yes,passes
4374,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,319,140,179,43.8871,yes,passes
4376,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,320,140,180,43.75,yes,passes
4377,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,320,140,180,43.75,yes,passes
4378,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,320,140,180,43.75,yes,passes
4380,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,320,140,180,43.75,yes,passes
4385,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,321,140,181,43.6137,yes,passes
4396,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,321,140,181,43.6137,yes,passes
4422,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,325,140,185,43.0769,yes,passes
4469,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,331,142,189,42.9003,yes,passes
4472,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,331,142,189,42.9003,yes,passes
4477,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,332,142,190,42.7711,yes,passes
4500,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,335,142,193,42.3881,yes,passes
4511,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,335,142,193,42.3881,yes,passes
4557,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,339,142,197,41.8879,yes,passes
4621,ema_cross_confirmed,LONG,bull,,ema_cross_confirmed|LONG|bull,88,63,25,71.5909,yes,passes
4622,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,339,142,197,41.8879,yes,passes
4642,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,341,144,197,42.2287,yes,passes
4643,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,341,144,197,42.2287,yes,passes
4689,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,341,144,197,42.2287,yes,passes
4712,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,341,144,197,42.2287,yes,passes
4814,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,343,144,199,41.9825,yes,passes
4862,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,348,144,204,41.3793,yes,passes
4879,overheated_24h,LONG,bull,,overheated_24h|LONG|bull,349,145,204,41.5473,yes,passes
