id,ts_open,ts_open_utc,symbol,direction,alert_type,status,outcome,entry_price,sl_price,tp_price,exit_price,result_r,risk_pct,reward_pct,reward_risk,signal_price,entry_vs_signal_pct,log_match_ts,log_match_delta_sec,ema_gap_pct_log,overheated_pct24_log,overheated_rsi_log,confirmation_volume_ratio_log,confirmation_number_log,confirmation_age_min_log,confirmation_tp_mult_log,historical_feature_status,historical_last_candle_ts,historical_last_candle_utc,price_return_1h_pct,price_return_2h_pct,price_return_4h_pct,range_1h_pct,range_2h_pct,range_4h_pct,realized_vol_2h_pct,realized_vol_4h_pct,volume_ratio_1h_vs_24h,volume_change_1h_pct,volume_acceleration_pct,momentum_acceleration_pct,momentum_decay_ratio
1638,1786620062,2026-08-13T11:21:02+00:00,POWERUSDT,SHORT,ema_cross,tp,tp,0.09365,0.09846379310344827,0.08402241379310345,0.084,2.0046561604584516,5.1401955188983175,10.280391037796635,2.0,0.09365,0.0,1786620063.101,1.1010000705718994,0.198,,,,,,,ok,1786615200,2026-08-13T10:00:00+00:00,-0.0,-1.9024846657656704,-4.666310731446876,6.217454696938141,6.606041601337924,9.197002141327625,0.0,1.5674719169742128,2.0069314171250516,228.47626977518735,142.1302651204162,0.9512423328828352,0.0
1639,1786620156,2026-08-13T11:22:36+00:00,AVNTUSDT,LONG,ema_cross,tp,tp,0.0971,0.09436206896551724,0.10257586206896552,0.10257586206896552,1.999999999999995,2.819702404204699,5.639404808409384,1.999999999999995,0.0971,0.0,1786620156.915,0.9149999618530273,0.282,,,,,,,ok,1786615200,2026-08-13T10:00:00+00:00,0.0,-3.8986354775828493,1.5447991761070932,7.246376811594195,13.768115942028977,15.078534031413609,0.0,4.592269829956122,7.645140611985923,-57.80197562243659,-1344.123750268068,1.9493177387914247,0.0
1640,1786620213,2026-08-13T11:23:33+00:00,CBRSUSDT,SHORT,ema_cross,sl,sl,215.6,221.48620689655172,203.82758620689654,222.5,-1.1722319859402466,2.730151621777239,5.460303243554478,2.0,215.6,0.0,1786620213.738,0.7379999160766602,0.404,,,,,,,ok,1786615200,2026-08-13T10:00:00+00:00,-0.0,-0.2328830926874709,0.18552875695733104,1.701323251417767,2.3629489603024574,2.64650283553875,0.0,0.46978107245182815,1.8023168160533625,-35.57215985943365,-10.228388652768302,0.11644154634373545,0.0
1641,1786620228,2026-08-13T11:23:48+00:00,GIGADEVUSDT,SHORT,ema_cross,sl,sl,63.68,65.45137931034483,60.13724137931034,65.53,-1.0443838816429794,2.7816886154912592,5.563377230982507,1.999999999999996,63.68,0.0,1786620228.85,0.8499999046325684,0.173,,,,,,,ok,1786615200,2026-08-13T10:00:00+00:00,-0.0,-0.28120606155287076,-0.8008793969849215,0.42207284664685946,0.6096607784899181,1.514195583596216,0.0,0.7105873967715866,0.511318242343542,102.10526315789474,95.36369012418687,0.14060303077643538,0.0
1648,1786623292,2026-08-13T12:14:52+00:00,B2USDT,LONG,ema_cross,sl,sl,0.4841,0.4706862068965517,0.5109275862068965,0.4706862068965517,-1.0,2.7708723617947237,5.5417447235894475,2.0,0.4841,0.0,1786623292.779,0.7790000438690186,0.194,,,,,,,ok,1786618800,2026-08-13T11:00:00+00:00,0.0,-0.16498247061250215,0.4356846473029027,3.175275190516514,3.408128704487723,3.429297205757831,0.0,0.5910292402433284,2.330550918196995,48.300283286118976,-14.748215559146615,0.08249123530625108,0.0
1649,1786623324,2026-08-13T12:15:24+00:00,ZHIPUUSDT,LONG,ema_cross,tp,tp,167.3,162.79068965517243,176.31862068965518,176.31862068965518,2.0,2.6953439000762596,5.390687800152519,2.0,167.3,0.0,1786623324.9,0.9000000953674316,0.463,,,,,,,ok,1786618800,2026-08-13T11:00:00+00:00,0.0,0.03587658454915228,0.17364229686846325,0.6362926946395355,0.7203745947892836,0.8524432705006527,0.0,0.019248504460772517,0.3861269208878771,-41.365973812713364,-42.413962983491935,-0.01793829227457614,0.0
1650,1786623342,2026-08-13T12:15:42+00:00,GPSUSDT,LONG,ema_cross,sl,sl,0.011161,0.010899931034482759,0.011683137931034484,0.010802,-1.3751155725795752,2.3391180496124204,4.678236099224825,1.9999999999999933,0.011161,0.0,1786623342.683,0.6830000877380371,1.307,,,,,,,ok,1786618800,2026-08-13T11:00:00+00:00,0.0,7.867014593602015,17.75691074066259,12.276289058721092,18.10318510226925,22.503694321300404,0.0,2.981075287844267,31.336096075778077,347.1290999927594,339.44938690995883,-3.9335072968010074,0.0
1651,1786623403,2026-08-13T12:16:43+00:00,CLOUSDT,SHORT,ema_cross,sl,sl,0.10946,0.11667172413793103,0.09503655172413794,0.11685,-1.0247202830639761,6.588456183017569,13.176912366035138,2.0,0.10946,0.0,1786623403.414,0.4140000343322754,0.355,,,,,,,ok,1786618800,2026-08-13T11:00:00+00:00,-0.0,3.3892321270962014,4.443474465298994,3.9167125298110403,5.622821500642081,6.787745367822408,0.0,1.7484635387159453,6.051850926184044,64.30942687128093,-79.39382454071723,-1.6946160635481007,0.0
1652,1786623455,2026-08-13T12:17:35+00:00,BANKUSDT,LONG,ema_cross,sl,sl,0.04354,0.04105275862068966,0.04851448275862069,0.04105275862068966,-1.0,5.71254336084139,11.425086721682796,2.0000000000000027,0.04354,0.0,1786623455.211,0.2109999656677246,0.918,,,,,,,ok,1786618800,2026-08-13T11:00:00+00:00,0.0,1.9433387965347797,9.727822580645167,6.787330316742078,9.633251833740829,14.680306905370829,0.0,1.0786924488761758,4.166093928980527,63.61693752460214,32.93165367378458,-0.9716693982673898,0.0
1653,1786623554,2026-08-13T12:19:14+00:00,BUSDT,LONG,ema_cross,sl,sl,0.1646,0.15816896551724138,0.17746206896551725,0.1573,-1.135120643431637,3.9070683370343944,7.814136674068806,2.0000000000000044,0.1646,0.0,1786623554.755,0.755000114440918,0.75,,,,,,,ok,1786618800,2026-08-13T11:00:00+00:00,0.0,7.231270358306189,11.066126855600539,7.231270358306189,9.441489361702121,11.442112389979687,0.0,3.0166375714611076,17.92635599694423,125.11896031245202,-92.86466135900521,-3.6156351791530943,0.0
