id,ts_open,ts_open_utc,ts_close,ts_close_utc,symbol,direction,status,entry_price,sl_price,tp_price,exit_price,result_r,fix_cohort_by_close
5139,1787831467,2026-08-27T11:51:07+00:00,1787873048,2026-08-27T23:24:08+00:00,HEMIUSDT,LONG,tp,0.009106,0.008260803571428572,0.010796392857142857,0.010798,2.00190150218673,post_fix
5245,1787844967,2026-08-27T15:36:07+00:00,1787877356,2026-08-28T00:35:56+00:00,HFTUSDT,LONG,tp,0.00678,0.006345535714285714,0.007648928571428571,0.008,2.8080558980682317,post_fix
5310,1787850069,2026-08-27T17:01:09+00:00,1787877860,2026-08-28T00:44:20+00:00,4USDT,LONG,tp,0.012625,0.01184269642857143,0.014189607142857143,0.014306,2.1487822137003807,post_fix
5408,1787868205,2026-08-27T22:03:25+00:00,1787877969,2026-08-28T00:46:09+00:00,KMNOUSDT,LONG,sl,0.02993,0.02837910714285714,0.033031785714285715,0.02798,-1.2573402417961974,post_fix
5189,1787836266,2026-08-27T13:11:06+00:00,1787882329,2026-08-28T01:58:49+00:00,BEAMXUSDT,LONG,sl,0.00181,0.0017158214285714285,0.001998357142857143,0.001708,-1.0830489192263921,post_fix
4905,1787726416,2026-08-26T06:40:16+00:00,1787882765,2026-08-28T02:06:05+00:00,EDENUSDT,LONG,tp,0.05526,0.051514821428571424,0.06275035714285714,0.06283,2.021265436513612,post_fix
5227,1787841668,2026-08-27T14:41:08+00:00,1787883771,2026-08-28T02:22:51+00:00,CASHCATUSDT,LONG,sl,0.251,0.204545,0.34391,0.20453,-1.0003228931223769,post_fix
5472,1787879171,2026-08-28T01:06:11+00:00,1787884322,2026-08-28T02:32:02+00:00,4USDT,LONG,sl,0.013762,0.012945142857142856,0.015395714285714285,0.012877,-1.0834207764952777,post_fix
5477,1787879772,2026-08-28T01:16:12+00:00,1787885228,2026-08-28T02:47:08+00:00,BMTUSDT,LONG,sl,0.02631,0.023466964285714285,0.03199607142857143,0.02346,-1.0024495948746932,post_fix
5322,1787851280,2026-08-27T17:21:20+00:00,1787885275,2026-08-28T02:47:55+00:00,CHIPUSDT,LONG,sl,0.04117,0.03820535714285714,0.04709928571428571,0.03820535714285714,-1.0,post_fix
5235,1787843163,2026-08-27T15:06:03+00:00,1787885301,2026-08-28T02:48:21+00:00,USELESSUSDT,LONG,sl,0.07186,0.06651357142857142,0.08255285714285714,0.06651357142857142,-1.0,post_fix
3366,1787291030,2026-08-21T05:43:50+00:00,1787886469,2026-08-28T03:07:49+00:00,ANDURILUSDT,LONG,sl,128.48,121.0630357142857,143.31392857142856,114.19,-1.926664259058624,post_fix
5438,1787877698,2026-08-28T00:41:38+00:00,1787887974,2026-08-28T03:32:54+00:00,BLESSUSDT,LONG,sl,0.01149,0.010567982142857143,0.013334035714285715,0.010567982142857143,-1.0,post_fix
5238,1787843762,2026-08-27T15:16:02+00:00,1787897104,2026-08-28T06:05:04+00:00,CLOUSDT,LONG,sl,0.10676,0.09804232142857142,0.12419535714285714,0.09804232142857142,-1.0,post_fix
4875,1787719036,2026-08-26T04:37:16+00:00,1787897222,2026-08-28T06:07:02+00:00,龙虾USDT,LONG,tp,0.033298,0.02885307142857143,0.042187857142857145,0.042682,2.1111700332642327,post_fix
5491,1787882178,2026-08-28T01:56:18+00:00,1787899677,2026-08-28T06:47:57+00:00,HFTUSDT,LONG,tp,0.00727,0.006773928571428572,0.008262142857142857,0.008262142857142857,2.0,post_fix
5717,1787899970,2026-08-28T06:52:50+00:00,1787900381,2026-08-28T06:59:41+00:00,HFTUSDT,LONG,tp,0.00819,0.007634464285714285,0.009301071428571428,0.00932,2.034072645451625,post_fix
4916,1787732369,2026-08-26T08:19:29+00:00,1787901818,2026-08-28T07:23:38+00:00,LIGHTUSDT,LONG,tp,0.1735,0.16023035714285713,0.2000392857142857,0.2000392857142857,2.0,post_fix
5509,1787884284,2026-08-28T02:31:24+00:00,1787902273,2026-08-28T07:31:13+00:00,HEMIUSDT,LONG,tp,0.01043,0.009416267857142857,0.012457464285714285,0.012457464285714285,2.0,post_fix
5493,1787882496,2026-08-28T02:01:36+00:00,1787904201,2026-08-28T08:03:21+00:00,MAGMAUSDT,LONG,tp,0.34268,0.31313642857142854,0.4017671428571428,0.4017671428571428,1.9999999999999982,post_fix
5736,1787904178,2026-08-28T08:02:58+00:00,1787904281,2026-08-28T08:04:41+00:00,QUSDT,LONG,sl,0.027111,0.025987285714285713,0.02935842857142857,0.025626,-1.3215102974828363,post_fix
5512,1787884585,2026-08-28T02:36:25+00:00,1787909743,2026-08-28T09:35:43+00:00,SKRUSDT,LONG,sl,0.010715,0.010238535714285716,0.011667928571428572,0.010238535714285716,-1.0,post_fix
5122,1787831183,2026-08-27T11:46:23+00:00,1787909978,2026-08-28T09:39:38+00:00,TUTUSDT,LONG,sl,0.058282,0.04429642857142857,0.08625314285714286,0.04429642857142857,-1.0,post_fix
5350,1787859089,2026-08-27T19:31:29+00:00,1787911545,2026-08-28T10:05:45+00:00,VETUSDT,LONG,sl,0.007075,0.006721749999999999,0.007781499999999999,0.006717,-1.0134465675866937,post_fix
5129,1787831208,2026-08-27T11:46:48+00:00,1787914473,2026-08-28T10:54:33+00:00,BICOUSDT,LONG,sl,0.02682,0.024251785714285715,0.03195642857142857,0.02419,-1.0240578500903912,post_fix
5700,1787894355,2026-08-28T05:19:15+00:00,1787914633,2026-08-28T10:57:13+00:00,BMTUSDT,LONG,sl,0.02635,0.02323267857142857,0.032584642857142854,0.02323267857142857,-1.0,post_fix
