id,ts_open,symbol,direction,strategy,alert_type,is_shadow,shadow_reason,status,exit_method,ts_close,entry_price,sl_price,tp_price,exit_price,pnl_usd,close_reason,result_r,r_included,outcome,trend_regime,regime_reason,btc_candle_ts,btc_close,btc_ema50
1709,1786637841,BSPUSDT,SHORT,ema_cross,ema_cross,1,,sl,wick,1787169411,39.64,42.20724137931035,34.50551724137931,42.20724137931035,-6.476390966978673,sl,-1.0,True,sl,bear,close_vs_ema50,1786622400,63388.1,64108.59772056994
1710,1786637843,SWARMSUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786650319,0.008211,0.007886827586206896,0.008859344827586206,0.007861,-4.262574595055409,sl,-1.079672375279225,True,sl,bear,close_vs_ema50,1786622400,63388.1,64108.59772056994
1711,1786637864,MVLLUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1786650709,28.88,27.768965517241377,31.10206896551724,27.768965517241377,-3.847072308720992,sl,-1.0,True,sl,bear,close_vs_ema50,1786622400,63388.1,64108.59772056994
1712,1786637923,MRVLUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1786650709,226.92,222.2506896551724,236.25862068965517,222.2506896551724,-2.0576900867387535,sl,-1.0,True,sl,bear,close_vs_ema50,1786622400,63388.1,64108.59772056994
1713,1786638059,COTIUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1786641621,0.01238,0.011524827586206897,0.014090344827586207,0.011524827586206897,-6.9076931647262,sl,-1.0,True,sl,bear,close_vs_ema50,1786622400,63388.1,64108.59772056994
1714,1786638060,JCTUSDT,SHORT,ema_cross,ema_cross,1,,tp,poll,1786780582,0.003491,0.0037027241379310348,0.003067551724137931,0.002548,27.012317387568036,tp,4.453908794788273,True,tp,bear,close_vs_ema50,1786622400,63388.1,64108.59772056994
1715,1786638064,GIGGLEUSDT,SHORT,ema_cross,ema_cross,1,,sl,poll,1786890421,33.24,34.85586206896552,30.008275862068967,36.42,-9.566787003610107,sl,-1.9679897567221483,True,sl,bear,close_vs_ema50,1786622400,63388.1,64108.59772056994
1737,1786651213,AAOIUSDT,SHORT,ema_cross,ema_cross,1,,sl,poll,1786715021,130.43,135.54724137931035,120.19551724137932,139.7,-7.107260599555302,sl,-1.81152291105121,True,sl,bear,close_vs_ema50,1786636800,63384.8,64080.21349623387
1738,1786651306,PLUMEUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1786695778,0.012506,0.012101310344827585,0.013315379310344827,0.013323,6.532864225171918,tp,2.0188309475119266,True,tp,bear,close_vs_ema50,1786636800,63384.8,64080.21349623387
1739,1786651321,PLTRXUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786718636,179.01,176.35206896551722,184.3258620689655,176.35,-1.4859505055583468,sl,-1.0007784120394334,True,sl,bear,close_vs_ema50,1786636800,63384.8,64080.21349623387
1740,1786651362,ROBOUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1786710418,0.01416,0.013428620689655174,0.015622758620689656,0.01565,10.522598870056497,tp,2.037246581801039,True,tp,bear,close_vs_ema50,1786636800,63384.8,64080.21349623387
1741,1786651433,AEONUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1786780582,0.0622,0.058888965517241376,0.06882206896551724,0.07129,14.614147909967858,tp,2.745365548843992,True,tp,bear,close_vs_ema50,1786636800,63384.8,64080.21349623387
1742,1786651454,GLWUSDT,SHORT,ema_cross,ema_cross,1,,sl,wick,1786695060,158.55,161.41758620689657,152.81482758620692,161.41758620689657,-1.808632107787172,sl,-1.0,True,sl,bear,close_vs_ema50,1786636800,63384.8,64080.21349623387
1743,1786651464,ETHFIUSDT,LONG,ema_cross,ema_cross,1,,tp,wick,1786735615,0.4268,0.4164896551724138,0.44742068965517245,0.44742068965517245,4.831464305335623,tp,2.0000000000000053,True,tp,bear,close_vs_ema50,1786636800,63384.8,64080.21349623387
1749,1786652159,QUSDT,SHORT,ema_cross,ema_cross,1,,sl,poll,1786780582,0.021634,0.022590793103448276,0.01972041379310345,0.024029,-11.070537117500221,sl,-2.5031534940714306,True,sl,bear,close_vs_ema50,1786636800,63384.8,64080.21349623387
1764,1786681433,SWARMSUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786685589,0.008749,0.008398413793103448,0.009450172413793104,0.008317,-4.937707166533319,sl,-1.2322218943641188,True,sl,bear,close_vs_ema50,1786665600,63290.1,64025.8038463889
1765,1786681532,NESUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786682002,0.2148,0.21121724137931033,0.2219655172413793,0.2105,-2.001862197392923,sl,-1.2001924927815193,True,sl,bear,close_vs_ema50,1786665600,63290.1,64025.8038463889
1766,1786681622,SLXUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786700785,0.07939,0.07734551724137931,0.08347896551724138,0.07698,-3.035646806902627,sl,-1.1787822567043298,True,sl,bear,close_vs_ema50,1786665600,63290.1,64025.8038463889
1767,1786681631,MUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786694309,1.1723,1.1381793103448274,1.2405413793103448,1.127,-3.864198583980201,sl,-1.3276402223345078,True,sl,bear,close_vs_ema50,1786665600,63290.1,64025.8038463889
1787,1786693126,CHIPUSDT,SHORT,ema_cross,ema_cross,1,,sl,poll,1786693509,0.02188,0.02262103448275862,0.020397931034482758,0.02265,-3.5191956124314436,sl,-1.039087947882738,True,sl,bear,close_vs_ema50,1786665600,63290.1,64025.8038463889
1788,1786693160,ACEUSDT,LONG,ema_cross,ema_cross,1,,tp,wick,1786693985,0.1311,0.12324482758620689,0.1468103448275862,0.1468103448275862,11.983481943238909,tp,2.0,True,tp,bear,close_vs_ema50,1786665600,63290.1,64025.8038463889
1793,1786694601,CROSSUSDT,LONG,ema_cross,ema_cross,1,,tp,wick,1786698985,0.10934,0.10595758620689656,0.1161048275862069,0.1161048275862069,6.186965050491027,tp,2.0,True,tp,bear,close_vs_ema50,1786680000,62888.2,63981.191930844245
1794,1786694729,CROUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786706548,0.049,0.048388275862068966,0.05022344827586207,0.04831,-1.4081632653061287,sl,-1.1279594137542306,True,sl,bear,close_vs_ema50,1786680000,62888.2,63981.191930844245
1849,1786708937,ORDIUSDT,SHORT,ema_cross,ema_cross,1,,sl,wick,1786815887,3.408,3.4855862068965515,3.2528275862068963,3.4855862068965515,-2.276590577950458,sl,-1.0,True,sl,bear,close_vs_ema50,1786694400,62842.9,63936.55303159545
1850,1786708982,PIXELUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786732222,0.004778,0.004652068965517241,0.005029862068965518,0.004617,-3.3696107157806727,sl,-1.2784775465498384,True,sl,bear,close_vs_ema50,1786694400,62842.9,63936.55303159545
1851,1786709001,AIAUSDT,SHORT,ema_cross,ema_cross,1,,sl,poll,1786718015,0.06593,0.06845172413793103,0.060886551724137934,0.06859,-4.034582132564835,sl,-1.054833857514016,True,sl,bear,close_vs_ema50,1786694400,62842.9,63936.55303159545
1852,1786709063,TLMUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786710781,0.001659,0.0016151724137931035,0.001746655172413793,0.001599,-3.6166365280289425,sl,-1.369000786782064,True,sl,bear,close_vs_ema50,1786694400,62842.9,63936.55303159545
1902,1786723334,AAOIUSDT,LONG,ema_cross,ema_cross,1,,tp,wick,1786988015,149.24,143.47103448275863,160.77793103448275,160.77793103448275,7.731125056608644,tp,1.9999999999999951,True,tp,bear,close_vs_ema50,1786708800,62950.6,63897.88820682701
1905,1786732549,USARUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786975332,20.23,19.66103448275862,21.36793103448276,18.9,-6.574394463667828,sl,-2.3375757575757548,True,sl,bear,close_vs_ema50,1786708800,62950.6,63897.88820682701
1907,1786736861,ONGUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1786737684,0.0433,0.04241724137931034,0.04506551724137931,0.04507,4.087759815242496,tp,2.005078124999997,True,tp,bear,close_vs_ema50,1786708800,62950.6,63897.88820682701
1908,1786736914,ALICEUSDT,LONG,ema_cross,ema_cross,1,,tp,wick,1786743546,0.1382,0.13488965517241377,0.1448206896551724,0.1448206896551724,4.790658216477859,tp,1.9999999999999916,True,tp,bear,close_vs_ema50,1786708800,62950.6,63897.88820682701
1909,1786736980,INJUSDT,SHORT,ema_cross,ema_cross,1,,tp,wick,1787022599,4.22,4.318413793103448,4.0231724137931035,4.0231724137931035,4.664160810589958,tp,1.999999999999991,True,tp,bear,close_vs_ema50,1786708800,62950.6,63897.88820682701
1910,1786737004,GRVTUSDT,SHORT,ema_cross,ema_cross,1,,sl,poll,1787154235,0.3056,0.3297448275862069,0.2573103448275862,0.3298,-7.9188481675392675,sl,-1.0022850614110255,True,sl,bear,close_vs_ema50,1786708800,62950.6,63897.88820682701
1911,1786737707,ZAMAUSDT,SHORT,ema_cross,ema_cross,1,,tp,poll,1786852910,0.04467,0.04593758620689655,0.0421348275862069,0.04211,5.730915603313186,tp,2.0195865070729084,True,tp,bear,close_vs_ema50,1786723200,62936.9,63860.202394794585
1912,1786737827,SCRTUSDT,SHORT,ema_cross,ema_cross,1,,tp,poll,1787207222,0.02838,0.030837241379310345,0.02346551724137931,0.02199,22.51585623678647,tp,2.6004771260173998,True,tp,bear,close_vs_ema50,1786723200,62936.9,63860.202394794585
1913,1786737854,PRLUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1786765905,0.35131,0.3393186206896552,0.37529275862068967,0.38302,9.02621616236373,tp,2.6443997124370964,True,tp,bear,close_vs_ema50,1786723200,62936.9,63860.202394794585
1914,1786737856,GLWUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1786977808,166.12,162.83344827586208,172.69310344827588,172.9,4.081386949193355,tp,2.062952470884488,True,tp,bear,close_vs_ema50,1786723200,62936.9,63860.202394794585
1917,1786739898,MAVIAUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786765905,0.0317,0.030905172413793102,0.03328965517241379,0.0307,-3.1545741324921055,sl,-1.2581344902386078,True,sl,bear,close_vs_ema50,1786723200,62936.9,63860.202394794585
1927,1786769407,NEARUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1786838854,1.6457,1.6146310344827586,1.7078379310344827,1.6146310344827586,-1.8878875564951914,sl,-1.0,True,sl,bear,close_vs_ema50,1786752000,63024.8,63795.69033060431
1928,1786769524,COTIUSDT,SHORT,ema_cross,ema_cross,1,,sl,wick,1786869898,0.01042,0.011262068965517243,0.008735862068965518,0.011262068965517243,-8.081276060626125,sl,-1.0,True,sl,bear,close_vs_ema50,1786752000,63024.8,63795.69033060431
1929,1786769544,THETAUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786780582,0.1452,0.14296206896551725,0.14967586206896552,0.1396,-3.8567493112947617,sl,-2.5023112480739687,True,sl,bear,close_vs_ema50,1786752000,63024.8,63795.69033060431
1938,1786774131,AIOUSDT,LONG,overheated_early,overheated_early,1,duration_filter: 0/12↑,sl,poll,1786785383,0.05113,0.046298928571428574,0.060792142857142864,0.04614,-9.759436729904168,sl,-1.032897168625712,True,sl,bear,close_vs_ema50,1786752000,63024.8,63795.69033060431
1939,1786775326,HUSDT,LONG,overheated_early,overheated_early,1,duration_filter: 0/12↑,tp,poll,1786810084,0.12047,0.11065732142857143,0.14009535714285715,0.14072,16.809164107246634,tp,2.063656712343728,True,tp,bear,close_vs_ema50,1786752000,63024.8,63795.69033060431
1958,1786781688,DOLOUSDT,SHORT,ema_cross,ema_cross,1,,sl,wick,1786839601,0.0216,0.022743793103448276,0.01931241379310345,0.022743793103448276,-5.295338441890161,sl,-1.0,True,sl,bear,close_vs_ema50,1786766400,63048.0,63766.36914116885
1959,1786781783,STBLUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1786898301,0.02433,0.02377896551724138,0.02543206896551724,0.02548,4.726674886970811,tp,2.0869837296620766,True,tp,bear,close_vs_ema50,1786766400,63048.0,63766.36914116885
1960,1786781863,SATSUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786861279,1.05e-08,1.0286896551724138e-08,1.0926206896551723e-08,1.027e-08,-2.190476190476185,sl,-1.079288025889966,True,sl,bear,close_vs_ema50,1786766400,63048.0,63766.36914116885
1961,1786781868,YGGUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1787031289,0.01955,0.019141034482758622,0.02036793103448276,0.01914,-2.0971867007672667,sl,-1.0025295109612167,True,sl,bear,close_vs_ema50,1786766400,63048.0,63766.36914116885
1970,1786786916,HEMIUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786787069,0.00552,0.005356931034482758,0.0058461379310344825,0.005321,-3.6050724637681073,sl,-1.220342567138927,True,sl,bear,close_vs_ema50,1786766400,63048.0,63766.36914116885
1989,1786811177,XAIUSDT,LONG,ema_cross,ema_cross,1,,tp,wick,1786865484,0.006735,0.006500965517241379,0.007203068965517241,0.007203068965517241,6.949799042572251,tp,2.0,True,tp,bear,close_vs_ema50,1786795200,63069.1,63709.807269491124
1990,1786811191,BTRUSDT,LONG,ema_cross,ema_cross,1,,tp,wick,1787553928,0.02954,0.02667655172413793,0.03526689655172414,0.03526689655172414,19.386921298998434,tp,1.999999999999999,True,tp,bear,close_vs_ema50,1786795200,63069.1,63709.807269491124
1991,1786811199,HOMEUSDT,SHORT,ema_cross,ema_cross,1,,tp,poll,1786911829,0.00882,0.009526551724137931,0.007406896551724137,0.00718,18.594104308390023,tp,2.3211322596388464,True,tp,bear,close_vs_ema50,1786795200,63069.1,63709.807269491124
1992,1786811228,NOMUSDT,LONG,ema_cross,ema_cross,1,,tp,wick,1786862797,0.001637,0.0015990344827586207,0.0017129310344827587,0.0017129310344827587,4.638426052703645,tp,2.0,True,tp,bear,close_vs_ema50,1786795200,63069.1,63709.807269491124
1993,1786811257,OUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1786871357,0.4619,0.45136896551724137,0.4829620689655172,0.4859,5.1959298549469635,tp,2.278978388998041,True,tp,bear,close_vs_ema50,1786795200,63069.1,63709.807269491124
1994,1786811322,SLPUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1786842598,0.000537,0.0005248275862068966,0.0005613448275862069,0.0005248275862068966,-2.266743723110517,sl,-1.0,True,sl,bear,close_vs_ema50,1786795200,63069.1,63709.807269491124
1995,1786811408,BIRBUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786838854,0.05424,0.0522951724137931,0.05812965517241379,0.05197,-4.185103244837748,sl,-1.1671985815602794,True,sl,bear,close_vs_ema50,1786795200,63069.1,63709.807269491124
2042,1786839706,BANKUSDT,SHORT,ema_cross,ema_cross,1,,sl,wick,1787360776,0.03692,0.03922448275862069,0.03231103448275862,0.03922448275862069,-6.241827623566334,sl,-1.0,True,sl,bear,close_vs_ema50,1786824000,63057.5,63660.952731275735
2043,1786839711,AIGENSYNUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1786846470,0.02151,0.021040689655172414,0.022448620689655172,0.021040689655172414,-2.181824011285854,sl,-1.0,True,sl,bear,close_vs_ema50,1786824000,63057.5,63660.952731275735
2044,1786839749,PROVEUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786861279,0.1527,0.15035517241379312,0.1573896551724138,0.15,-1.7681728880157224,sl,-1.1514705882353045,True,sl,bear,close_vs_ema50,1786824000,63057.5,63660.952731275735
2045,1786839830,EDENUSDT,SHORT,ema_cross,ema_cross,1,,sl,wick,1786979380,0.04335,0.04905551724137931,0.031938965517241374,0.04905551724137931,-13.161516127749278,sl,-1.0,True,sl,bear,close_vs_ema50,1786824000,63057.5,63660.952731275735
2046,1786839912,CHILLGUYUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1787023815,0.011019,0.010652137931034481,0.011752724137931034,0.010652137931034481,-3.3293590068565035,sl,-1.0,True,sl,bear,close_vs_ema50,1786824000,63057.5,63660.952731275735
2115,1786862293,FHEUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1786982524,0.02668,0.025132758620689654,0.02977448275862069,0.03021,13.230884557721147,tp,2.2814798306217976,True,tp,bear,close_vs_ema50,1786838400,63097.7,63638.86438887276
2127,1786867096,RONUSDT,LONG,ema_cross,ema_cross,1,,tp,wick,1786869172,0.05126,0.05004344827586207,0.05369310344827586,0.05369310344827586,4.746592759024307,tp,1.9999999999999942,True,tp,bear,close_vs_ema50,1786838400,63097.7,63638.86438887276
2133,1786868303,龙虾USDT,LONG,ema_cross,ema_cross,1,,tp,wick,1787258586,0.020317,0.018579241379310347,0.02379251724137931,0.02379251724137931,17.10644899039873,tp,2.0,True,tp,bear,close_vs_ema50,1786852800,63035.7,63615.21088342677
2134,1786868334,ESPUSDT,SHORT,ema_cross,ema_cross,1,,sl,poll,1786886969,0.06966,0.07232310344827586,0.06433379310344828,0.07234,-3.847258110824005,sl,-1.0063446847080162,True,sl,bear,close_vs_ema50,1786852800,63035.7,63615.21088342677
2135,1786868350,DOLOUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786868666,0.02481,0.023406206896551724,0.02761758620689655,0.02334,-5.925030229746067,sl,-1.0471628592483422,True,sl,bear,close_vs_ema50,1786852800,63035.7,63615.21088342677
2163,1786882200,ARCUSDT,SHORT,ema_cross,ema_cross,1,,sl,wick,1786893116,0.06951,0.07269827586206896,0.06313344827586206,0.07269827586206896,-4.586787314154743,sl,-1.0,True,sl,bear,close_vs_ema50,1786867200,62986.4,63590.551633096315
2164,1786882292,MORPHOUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1786949826,1.9956,1.9717655172413793,2.0432689655172416,2.0475,2.600721587492475,tp,2.177517361111097,True,tp,bear,close_vs_ema50,1786867200,62986.4,63590.551633096315
2165,1786882334,ACTUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786916991,0.01025,0.009927586206896552,0.010894827586206897,0.00985,-3.902439024390254,sl,-1.2406417112299506,True,sl,bear,close_vs_ema50,1786867200,62986.4,63590.551633096315
2166,1786882388,TOWNSUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786916554,0.002357,0.0022984137931034484,0.0024741724137931037,0.002296,-2.588035638523559,sl,-1.0412007062978264,True,sl,bear,close_vs_ema50,1786867200,62986.4,63590.551633096315
2167,1786882448,UAIUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1787380071,0.26287,0.254011724137931,0.28058655172413793,0.24179,-8.019172975234902,sl,-2.3796955895519383,True,sl,bear,close_vs_ema50,1786867200,62986.4,63590.551633096315
2201,1786898684,QUSDT,LONG,overheated_confirmed,overheated_confirmed,1,cont_ttl_expired,ttl_expired,,,0.027545,0.027545,0.027545,,,other,,False,,unknown,snapshot_missing,,,
2202,1786898725,PRLUSDT,LONG,overheated_confirmed,overheated_confirmed,1,cont_ttl_expired,ttl_expired,,,0.42247,0.42247,0.42247,,,other,,False,,unknown,snapshot_missing,,,
2203,1786913869,EPICUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1787031857,0.3629,0.33853793103448276,0.4116241379310345,0.33853793103448276,-6.713163120836936,sl,-1.0,True,sl,bear,close_vs_ema50,1786896000,63079.4,63552.362657079684
2251,1786950212,TUTUSDT,LONG,overheated_confirmed,overheated_confirmed,1,cont_ttl_expired,ttl_expired,,,0.038978,0.038978,0.038978,,,other,,False,,unknown,snapshot_missing,,,
2253,1786950332,NESUSDT,LONG,overheated_confirmed,overheated_confirmed,1,cont_ttl_expired,ttl_expired,,,0.2328,0.2328,0.2328,,,other,,False,,unknown,snapshot_missing,,,
2231,1786958861,MUBARAKUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1787029946,0.01732,0.01640241379310345,0.019155172413793102,0.01640241379310345,-5.297841841204099,sl,-1.0,True,sl,bear,close_vs_ema50,1786939200,63494.2,63519.93821111615
2232,1786958874,KSTRUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1787022599,25.78,25.504827586206897,26.33034482758621,25.26,-2.0170674941815343,sl,-1.8897243107769357,True,sl,bear,close_vs_ema50,1786939200,63494.2,63519.93821111615
2233,1786958880,ONDOUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1787022599,0.3368,0.3316965517241379,0.3470068965517241,0.3298,-2.0783847980997643,sl,-1.3716216216216237,True,sl,bear,close_vs_ema50,1786939200,63494.2,63519.93821111615
2234,1786958953,ONUSDT,SHORT,ema_cross,ema_cross,1,,tp,poll,1787029946,0.36373,0.38603793103448275,0.3191141379310345,0.31582,13.171858246501527,tp,2.1476666718192083,True,tp,bear,close_vs_ema50,1786939200,63494.2,63519.93821111615
2235,1786958959,MOVEUSDT,SHORT,ema_cross,ema_cross,1,,sl,poll,1787244214,0.00616,0.006397586206896551,0.005684827586206896,0.0064,-3.8961038961039067,sl,-1.0101596516690885,True,sl,bear,close_vs_ema50,1786939200,63494.2,63519.93821111615
2236,1786958984,TLMUSDT,SHORT,ema_cross,ema_cross,1,,tp,poll,1786978274,0.001448,0.0015021034482758623,0.001339793103448276,0.001334,7.872928176795592,tp,2.1070745697896736,True,tp,bear,close_vs_ema50,1786939200,63494.2,63519.93821111615
2237,1786959021,PNUTUSDT,LONG,ema_cross,ema_cross,1,,sl,poll,1786993324,0.04168,0.040842068965517245,0.043355862068965516,0.04084,-2.0153550863723617,sl,-1.0024691358024715,True,sl,bear,close_vs_ema50,1786939200,63494.2,63519.93821111615
2238,1786959031,PUMPUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1786998035,0.00289,0.0027897241379310346,0.0030905517241379315,0.0027897241379310346,-3.4697530127669762,sl,-1.0,True,sl,bear,close_vs_ema50,1786939200,63494.2,63519.93821111615
2239,1786959075,LAUSDT,LONG,ema_cross,ema_cross,1,,tp,poll,1787044281,0.04974,0.04836758620689655,0.05248482758620689,0.05252,5.589063128266984,tp,2.025628140703518,True,tp,bear,close_vs_ema50,1786939200,63494.2,63519.93821111615
2240,1786959078,ARCUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1786981173,0.0765,0.0733006896551724,0.08289862068965517,0.0733006896551724,-4.182105025918424,sl,-1.0,True,sl,bear,close_vs_ema50,1786939200,63494.2,63519.93821111615
2275,1786964114,DIAUSDT,LONG,overheated_confirmed,overheated_confirmed,1,cont_ttl_expired,ttl_expired,,,0.145,0.145,0.145,,,other,,False,,unknown,snapshot_missing,,,
2259,1786968478,EVAAUSDT,LONG,ema_cross,ema_cross,1,,sl,wick,1786978036,0.8252,0.8014275862068966,0.872744827586207,0.8014275862068966,-2.880806324903473,sl,-1.0,True,sl,bull,close_vs_ema50,1786953600,63591.4,63522.74063420964
2298,1786968479,EVAAUSDT,LONG,ema_cross_confirmed,ema_cross_confirmed,1,cont_ttl_expired,ttl_expired,,,0.8252,0.8252,0.8252,,,other,,False,,unknown,snapshot_missing,,,
2260,1786968577,币安人生USDT,SHORT,ema_cross,ema_cross,1,,tp,poll,1787151653,0.46769,0.4817196551724138,0.43963068965517244,0.42548,9.025209005965483,tp,3.0086270461583844,True,tp,bull,close_vs_ema50,1786953600,63591.4,63522.74063420964
2303,1786968578,币安人生USDT,SHORT,ema_cross_confirmed,ema_cross_confirmed,1,cont_ttl_expired,ttl_expired,,,0.46769,0.46769,0.46769,,,other,,False,,unknown,snapshot_missing,,,
2261,1786975212,币安人生USDT,SHORT,ema_cross_confirmed,ema_cross_confirmed,1,,sl,wick,1787220564,0.46175,0.48980931034482755,0.4056313793103449,0.48980931034482755,-6.076732072512736,sl,-1.0,True,sl,bull,close_vs_ema50,1786953600,63591.4,63522.74063420964
2268,1786976703,ATUSDT,SHORT,ema_cross,ema_cross,1,,sl,poll,1787311979,0.15172,0.15869896551724139,0.13776206896551724,0.15884,-4.692855259688911,sl,-1.0202085083255104,True,sl,bull,close_vs_ema50,1786953600,63591.4,63522.74063420964
2337,1786976704,ATUSDT,SHORT,ema_cross_confirmed,ema_cross_confirmed,1,cont_ttl_expired,ttl_expired,,,0.15172,0.15172,0.15172,,,other,,False,,unknown,snapshot_missing,,,
2269,1786976826,ACEUSDT,LONG,ema_cross,ema_cross,1,,tp,wick,1787238249,0.1832,0.1450344827586207,0.2595310344827586,0.2595310344827586,41.66541183556692,tp,1.9999999999999993,True,tp,bull,close_vs_ema50,1786953600,63591.4,63522.74063420964
2338,1786976827,ACEUSDT,LONG,ema_cross_confirmed,ema_cross_confirmed,1,cont_ttl_expired,ttl_expired,,,0.1832,0.1832,0.1832,,,other,,False,,unknown,snapshot_missing,,,
2273,1786978382,HEMIUSDT,LONG,overheated_confirmed,overheated_confirmed,1,,tp,poll,1787151653,0.00717,0.006222803571428572,0.009064392857142858,0.009177,27.99163179916317,tp,2.118884678468412,True,tp,bull,close_vs_ema50,1786953600,63591.4,63522.74063420964
2341,1786979711,HEMIUSDT,LONG,overheated_confirmed,overheated_confirmed,1,cont_ttl_expired,ttl_expired,,,0.007025,0.007025,0.007025,,,other,,False,,unknown,snapshot_missing,,,
