id,ts_open,ts_open_utc,symbol,direction,alert_type,entry_price,sl_price,tp_price,outcome,exit_ts,exit_ts_utc,r,reason,opposite_within_60m,opposite_ts,opposite_alert_type,range_24h_pct,range_bucket,status_existing,ts_close_existing,exit_price_existing,rsi_1h,rsi_bucket,up_count_12,trend_streak_candles,trend_start_ts,trend_delay_hours,trend_delay_bucket
1795,1786694855,2026-08-14T08:07:35+00:00,SNXXUSDT,LONG,overheated_24h,15.555,15.166125,16.1772,sl_first,1786695300,2026-08-14T08:15:00+00:00,-1.0,stop_touch,no,,,38.0443,below_50%,sl,1786695778,15.151,52.27174383383814,rsi_lt_80,11,7,1786665600,8.126388888888888,8-11.9h
1796,1786694857,2026-08-14T08:07:37+00:00,ACEUSDT,LONG,overheated_24h,0.1459,0.1422525,0.151736,tp_first,1786696200,2026-08-14T08:30:00+00:00,1.600000000000003,target_touch,no,,,43.3237,below_50%,tp,1786695778,0.1526,82.12927756653994,rsi_ge_80,11,5,1786672800,6.126944444444445,4-7.9h
1804,1786695760,2026-08-14T08:22:40+00:00,VCXUSDT,LONG,overheated_24h,43.55,42.46125,45.292,sl_first,1786698000,2026-08-14T09:00:00+00:00,-1.0,stop_touch,no,,,37.1562,below_50%,sl,1786698659,41.86,77.35368956743001,rsi_lt_80,7,2,1786683600,3.3777777777777778,0-3.9h
1806,1786696652,2026-08-14T08:37:32+00:00,ACEUSDT,LONG,overheated_24h,0.1537,0.1498575,0.15984800000000002,tp_first,1786698900,2026-08-14T09:15:00+00:00,1.6000000000000043,target_touch,no,,,48.6071,below_50%,tp,1786698659,0.1611,82.12927756653994,rsi_ge_80,11,5,1786672800,6.625555555555556,4-7.9h
1812,1786699364,2026-08-14T09:22:44+00:00,ACEUSDT,LONG,overheated_24h,0.1633,0.15921749999999998,0.169832,tp_first,1786699800,2026-08-14T09:30:00+00:00,1.5999999999999959,target_touch,no,,,55.1724,at_or_above_50%,tp,1786700066,0.17,88.12709030100335,rsi_ge_80,11,6,1786672800,7.378888888888889,4-7.9h
1815,1786700265,2026-08-14T09:37:45+00:00,CROSSUSDT,LONG,overheated_24h,0.12244,0.11937899999999999,0.1273376,tp_first,1786700700,2026-08-14T09:45:00+00:00,1.5999999999999963,target_touch,no,,,31.1008,below_50%,sl,1786701175,0.11847,93.40071343638526,rsi_ge_80,6,5,1786676400,6.629166666666666,4-7.9h
1816,1786700271,2026-08-14T09:37:51+00:00,ACEUSDT,LONG,overheated_24h,0.1766,0.172185,0.18366400000000002,sl_first,1786700700,2026-08-14T09:45:00+00:00,-1.0,stop_touch,no,,,64.6552,at_or_above_50%,sl,1786700785,0.172185,88.12709030100335,rsi_ge_80,11,6,1786672800,7.630833333333333,4-7.9h
1826,1786703148,2026-08-14T10:25:48+00:00,SNDKUSDT,LONG,overheated_24h,1611.12,1570.8419999999999,1675.5647999999999,sl_first,1786715100,2026-08-14T13:45:00+00:00,-1.0,stop_touch,no,,,22.6944,below_50%,sl,1786714696,1570.8419999999999,78.68183338909338,rsi_lt_80,10,2,1786690800,3.43,0-3.9h
1827,1786703150,2026-08-14T10:25:50+00:00,ACEUSDT,LONG,overheated_24h,0.1952,0.19032000000000002,0.20300800000000002,sl_first,1786703400,2026-08-14T10:30:00+00:00,-1.0,stop_touch,yes,1786702691,pump_24h_fade,74.5523,at_or_above_50%,tp,1786703792,0.2114,91.33089133089133,rsi_ge_80,11,7,1786672800,8.430555555555555,8-11.9h
1846,1786707426,2026-08-14T11:37:06+00:00,ACEUSDT,LONG,overheated_24h,0.2415,0.2354625,0.25116,ambiguous,1786707900,2026-08-14T11:45:00+00:00,nan,both_barriers_same_candle,yes,1786704611,pump_24h_fade,125.9535,at_or_above_50%,tp,1786707955,0.25116,94.28341384863124,rsi_ge_80,11,8,1786672800,9.618333333333334,8-11.9h
1930,1786770331,2026-08-15T05:05:31+00:00,PRLUSDT,LONG,overheated_24h,0.39604,0.3768903571428571,0.4343392857142857,sl_first,1786773600,2026-08-15T06:00:00+00:00,-1.0,stop_touch,no,,,35.1927,below_50%,sl,1786784662,0.3593,84.0943226194052,rsi_ge_80,10,2,1786759200,3.0919444444444446,0-3.9h
1931,1786770338,2026-08-15T05:05:38+00:00,VELVETUSDT,LONG,overheated_24h,1.0709,0.8979521428571429,1.4167957142857142,sl_first,1786808700,2026-08-15T15:45:00+00:00,-1.0,stop_touch,no,,,136.0819,at_or_above_50%,sl,1786810084,0.87526,74.63958324920247,rsi_lt_80,8,0,,,no_consecutive_trend
1932,1786770385,2026-08-15T05:06:25+00:00,EPICUSDT,LONG,overheated_24h,0.3976,0.3507946428571429,0.4912107142857143,sl_first,1786797000,2026-08-15T12:30:00+00:00,-1.0,stop_touch,no,,,22.1372,below_50%,sl,1786810084,0.3376,83.65384615384616,rsi_ge_80,6,2,1786759200,3.1069444444444443,0-3.9h
1933,1786770484,2026-08-15T05:08:04+00:00,ROBOUSDT,LONG,overheated_24h,0.02026,0.018753035714285715,0.02327392857142857,sl_first,1786774500,2026-08-15T06:15:00+00:00,-1.0,stop_touch,no,,,47.9286,below_50%,sl,1786781697,0.018753035714285715,87.68000000000002,rsi_ge_80,10,0,,,no_consecutive_trend
1937,1786774023,2026-08-15T06:07:03+00:00,CYSUSDT,LONG,overheated_24h,1.4686,1.143935714285714,2.1179285714285716,sl_first,1786817700,2026-08-15T18:15:00+00:00,-1.0,stop_touch,no,,,74.7608,at_or_above_50%,sl,1786817179,1.1311,67.2067901234568,rsi_lt_80,9,2,1786762800,3.1175,0-3.9h
1940,1786775345,2026-08-15T06:29:05+00:00,STARUSDT,LONG,overheated_24h,0.09172,0.08303232142857142,0.10909535714285715,unresolved,1786861800,2026-08-16T06:30:00+00:00,0.7021438408254719,window_close,no,,,19.2436,below_50%,tp,1786957784,0.11051,66.28838451268356,rsi_lt_80,7,1,1786766400,2.484722222222222,0-3.9h
1944,1786776681,2026-08-15T06:51:21+00:00,ONGUSDT,LONG,overheated_24h,0.04837,0.04674142857142857,0.05162714285714286,sl_first,1786780800,2026-08-15T08:00:00+00:00,-1.0,stop_touch,no,,,23.4443,below_50%,sl,1786780582,0.04623,70.49469964664314,rsi_lt_80,6,2,1786762800,3.8558333333333334,0-3.9h
1948,1786777677,2026-08-15T07:07:57+00:00,HEMIUSDT,LONG,overheated_24h,0.005426,0.0052104821428571434,0.005857035714285714,tp_first,1786783500,2026-08-15T08:45:00+00:00,2.0,target_touch,no,,,21.0756,below_50%,tp,1786783166,0.005857035714285714,86.67917448405242,rsi_ge_80,8,3,1786762800,4.1325,4-7.9h
1954,1786781050,2026-08-15T08:04:10+00:00,NILUSDT,LONG,overheated_24h,0.05258,0.048307142857142854,0.06112571428571429,sl_first,1786787100,2026-08-15T09:45:00+00:00,-1.0,stop_touch,no,,,32.0322,below_50%,sl,1786786710,0.04783,81.85393258426966,rsi_ge_80,9,5,1786759200,6.069444444444445,4-7.9h
1962,1786783401,2026-08-15T08:43:21+00:00,FOLKSUSDT,LONG,overheated_24h,2.167,2.0876071428571428,2.325785714285714,sl_first,1786787100,2026-08-15T09:45:00+00:00,-1.0,stop_touch,no,,,22.1279,below_50%,sl,1786786710,1.98,88.73994638069709,rsi_ge_80,9,0,,,no_consecutive_trend
1966,1786786148,2026-08-15T09:29:08+00:00,COWUSDT,LONG,overheated_24h,0.139,0.13693214285714286,0.1431357142857143,ambiguous,1786786200,2026-08-15T09:30:00+00:00,nan,both_barriers_same_candle,no,,,39.2533,below_50%,tp,1786786349,0.1473,91.95402298850568,rsi_ge_80,4,1,1786777200,2.4855555555555555,0-3.9h
1967,1786786161,2026-08-15T09:29:21+00:00,BMTUSDT,LONG,overheated_24h,0.01907,0.016244107142857143,0.024721785714285714,sl_first,1786786200,2026-08-15T09:30:00+00:00,-1.0,stop_touch,no,,,14.8475,below_50%,sl,1786810084,0.01571,64.59627329192543,rsi_lt_80,8,1,1786777200,2.4891666666666667,0-3.9h
1971,1786787190,2026-08-15T09:46:30+00:00,AEONUSDT,LONG,overheated_24h,0.0744,0.06807107142857143,0.08705785714285713,tp_first,1786811400,2026-08-15T16:30:00+00:00,2.0,target_touch,no,,,25.5034,below_50%,tp,1786811225,0.0879,77.6411403018446,rsi_lt_80,7,1,1786777200,2.775,0-3.9h
1973,1786810396,2026-08-15T16:13:16+00:00,XNYUSDT,LONG,overheated_24h,0.008185,0.007818142857142857,0.008918714285714285,tp_first,1786847400,2026-08-16T02:30:00+00:00,2.0,target_touch,no,,,20.1959,below_50%,tp,1786848250,0.008959,80.37135278514592,rsi_ge_80,9,0,,,no_consecutive_trend
1974,1786810510,2026-08-15T16:15:10+00:00,WALUSDT,LONG,overheated_24h,0.02524,0.023940892857142855,0.027838214285714286,sl_first,1786834800,2026-08-15T23:00:00+00:00,-1.0,stop_touch,no,,,42.1752,below_50%,sl,1786838854,0.023940892857142855,73.1012658227848,rsi_lt_80,6,0,,,no_consecutive_trend
1976,1786810612,2026-08-15T16:16:52+00:00,COWUSDT,LONG,overheated_24h,0.1476,0.14094642857142858,0.16090714285714286,sl_first,1786811400,2026-08-15T16:30:00+00:00,-1.0,stop_touch,no,,,66.4683,at_or_above_50%,sl,1786810920,0.1406,78.73183619550859,rsi_lt_80,5,0,,,no_consecutive_trend
1997,1786813062,2026-08-15T16:57:42+00:00,BOMEUSDT,LONG,overheated_24h,0.0008942,0.0008394714285714286,0.001003657142857143,sl_first,1786839300,2026-08-16T00:15:00+00:00,-1.0,stop_touch,no,,,15.7283,below_50%,sl,1786838667,0.0008382,57.72413793103448,rsi_lt_80,7,4,1786791600,5.961666666666667,4-7.9h
2008,1786814089,2026-08-15T17:14:49+00:00,ENSOUSDT,LONG,overheated_24h,0.8921,0.8402482142857143,0.9958035714285715,sl_first,1786814100,2026-08-15T17:15:00+00:00,-1.0,stop_touch,no,,,20.9666,below_50%,sl,1786838667,0.8317,71.20169401799893,rsi_lt_80,7,0,,,no_consecutive_trend
2009,1786814240,2026-08-15T17:17:20+00:00,HEMIUSDT,LONG,overheated_24h,0.006443,0.006055571428571428,0.007217857142857143,tp_first,1786817700,2026-08-15T18:15:00+00:00,2.0,target_touch,no,,,43.3439,below_50%,tp,1786817179,0.007305,69.35401831129195,rsi_lt_80,7,0,,,no_consecutive_trend
2017,1786817817,2026-08-15T18:16:57+00:00,HUSDT,LONG,overheated_24h,0.14806,0.13602625,0.1721275,sl_first,1786887000,2026-08-16T13:30:00+00:00,-1.0,stop_touch,no,,,38.2361,below_50%,sl,1786886735,0.13602625,69.57983193277313,rsi_lt_80,9,1,1786809600,2.2825,0-3.9h
2019,1786820174,2026-08-15T18:56:14+00:00,BULLAUSDT,LONG,overheated_24h,0.018962,0.01819775,0.020490500000000002,tp_first,1786826700,2026-08-15T20:45:00+00:00,2.0,target_touch,no,,,21.6312,below_50%,sl,1786838667,0.018076,81.39534883720918,rsi_ge_80,8,3,1786802400,4.937222222222222,4-7.9h
2022,1786839086,2026-08-16T00:11:26+00:00,HEMIUSDT,LONG,overheated_24h,0.007127,0.006643303571428571,0.008094392857142857,sl_first,1786840200,2026-08-16T00:30:00+00:00,-1.0,stop_touch,no,,,56.4782,at_or_above_50%,sl,1786839980,0.006643303571428571,72.2729715206878,rsi_lt_80,6,1,1786831200,2.1905555555555556,0-3.9h
2025,1786839171,2026-08-16T00:12:51+00:00,CHIPUSDT,LONG,overheated_24h,0.02741,0.026033214285714285,0.03016357142857143,tp_first,1786878900,2026-08-16T11:15:00+00:00,1.9999999999999976,target_touch,no,,,21.3757,below_50%,tp,1786878318,0.03016357142857143,85.63218390804602,rsi_ge_80,9,0,,,no_consecutive_trend
2047,1786840260,2026-08-16T00:31:00+00:00,ONGUSDT,LONG,overheated_24h,0.05109,0.04855446428571429,0.056161071428571435,sl_first,1786842000,2026-08-16T01:00:00+00:00,-1.0,stop_touch,no,,,21.3361,below_50%,sl,1786842141,0.04832,79.61538461538463,rsi_lt_80,7,0,,,no_consecutive_trend
2103,1786861643,2026-08-16T06:27:23+00:00,BASEDUSDT,LONG,overheated_24h,0.0873,0.08397482142857143,0.09395035714285714,sl_first,1786872600,2026-08-16T09:30:00+00:00,-1.0,stop_touch,no,,,19.2619,below_50%,sl,1786874967,0.08271,76.48073605520416,rsi_lt_80,9,0,,,no_consecutive_trend
2123,1786865361,2026-08-16T07:29:21+00:00,PIXELUSDT,LONG,overheated_24h,0.006049,0.005765124999999999,0.006616749999999999,sl_first,1786865400,2026-08-16T07:30:00+00:00,-1.0,stop_touch,no,,,25.6934,below_50%,sl,1786866204,0.005582,79.89949748743709,rsi_lt_80,7,1,1786856400,2.4891666666666667,0-3.9h
