id,ts_open,symbol,direction,strategy,alert_type,is_shadow,status,ts_close,entry_price,sl_price,tp_price,exit_price,confirmation_level,rr_multiple,rr_multiple_observed,breakeven_wr_pct,result_r,outcome,trend_regime,regime_reason,btc_candle_ts,btc_close,btc_ema50,shadow_reason
3498,1787303315,BBUSDT,LONG,overheated_confirmed,overheated_confirmed,1,tp,1787303783,0.01077,0.009963214285714285,0.01238357142857143,0.01242,1/3,2.0,2.0,33.333333333333336,2.0451527224435586,win,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3501,1787303711,GWEIUSDT,LONG,ema_cross_confirmed,ema_cross_confirmed,1,sl,1787387238,0.024328,0.022618206896551724,0.02774758620689655,0.022618206896551724,1/3,2.0,2.0,33.333333333333336,-1.0,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3502,1787303714,HEMIUSDT,LONG,overheated_confirmed,overheated_confirmed,1,tp,1787313236,0.011241,0.009957160714285714,0.01380867857142857,0.01406,1/3,2.0,2.0,33.333333333333336,2.195757702204604,win,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3520,1787304635,BBUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787304924,0.01374,0.012933214285714286,0.014546785714285715,0.01267,3/3,1.0,1.0,50.0,-1.3262505533421858,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3533,1787305535,PIEVERSEUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787310806,1.1008,1.0347089285714286,1.2329821428571428,1.0347089285714286,1/3,2.0,2.0,33.333333333333336,-1.0,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3534,1787305536,IMXUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787340203,0.1247,0.1202107142857143,0.13367857142857142,0.1177,1/3,2.0,2.0,33.333333333333336,-1.5592680986475767,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3551,1787308214,XPLUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787308647,0.1056,0.10218964285714285,0.10901035714285714,0.10218964285714285,3/3,1.0,1.0,50.0,-1.0,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3565,1787309305,VELVETUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787463063,0.77171,0.6621130357142857,0.9909039285714286,0.66131,1/3,2.0,2.0,33.333333333333336,-1.0073271711449259,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3571,1787309366,RIVERUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787318377,3.139,3.0104285714285712,3.396142857142857,2.961,1/3,2.0,2.0,33.333333333333336,-1.3844444444444441,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3575,1787310020,PUMPUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787340936,0.004098,0.0038494821428571428,0.004470776785714286,0.0038494821428571428,2/3,1.5,1.5000000000000009,40.0,-1.0,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3580,1787310918,PENGUUSDT,LONG,overheated_confirmed,overheated_confirmed,1,tp,1787358456,0.007863,0.00759225,0.0084045,0.008904,1/3,2.0,2.0,33.333333333333336,3.8448753462603866,win,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3592,1787311650,USUALUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787311680,0.01181,0.011515892857142856,0.012398214285714285,0.011515892857142856,1/3,2.0,2.0,33.333333333333336,-1.0,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3594,1787311772,XPLUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787312908,0.10553,0.10198517857142857,0.11261964285714286,0.10188,1/3,2.0,2.0,33.333333333333336,-1.029671049317414,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3595,1787311804,WIFUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787313778,0.1891,0.18405357142857143,0.19919285714285712,0.1838,1/3,2.0,2.0,33.333333333333336,-1.0502476999292303,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3596,1787311823,STXUSDT,LONG,overheated_confirmed,overheated_confirmed,1,tp,1787340203,0.1663,0.1616607142857143,0.17557857142857142,0.1762,1/3,2.0,2.0,33.333333333333336,2.133949191685914,win,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3597,1787311828,JASMYUSDT,LONG,overheated_confirmed,overheated_confirmed,1,tp,1787361074,0.004359,0.004212857142857143,0.004651285714285714,0.004658,1/3,2.0,2.0,33.333333333333336,2.0459433040078228,win,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3598,1787312731,YGGUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787318377,0.02431,0.02364410714285714,0.025641785714285714,0.02364410714285714,1/3,2.0,2.0,33.333333333333336,-1.0,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3599,1787312732,SSVUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787318377,2.899,2.797214285714286,3.1025714285714283,2.797214285714286,1/3,2.0,2.0,33.333333333333336,-1.0,loss,bull,close_vs_ema50,1787284800,76303.5,66670.9461074236,
3613,1787313621,BCHUSDT,LONG,overheated_confirmed,overheated_confirmed,1,tp,1787340203,263.34,256.5433928571428,276.9332142857143,292.51,1/3,2.0,2.0,33.333333333333336,4.291847297758847,win,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3614,1787313624,HEMIUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787318377,0.014375,0.013085642857142858,0.016953714285714287,0.012876,1/3,2.0,2.0000000000000013,33.333333333333336,-1.1625948700903004,loss,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3615,1787313625,PLUMEUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787341322,0.015035,0.014366107142857142,0.016372785714285715,0.014355,1/3,2.0,2.0,33.333333333333336,-1.0166052645629768,loss,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3616,1787313626,CRVUSDT,LONG,overheated_confirmed,overheated_confirmed,1,tp,1787361457,0.3239,0.31058214285714286,0.35053571428571434,0.35053571428571434,1/3,2.0,2.0,33.333333333333336,2.0,win,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3627,1787314510,PIEVERSEUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787340203,1.1811,1.1150089285714286,1.2802366071428573,1.1007,2/3,1.5,1.5000000000000018,40.0,-1.2165032017508317,loss,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3629,1787314512,ROBOUSDT,LONG,overheated_confirmed,overheated_confirmed,1,tp,1787343890,0.01609,0.015083392857142858,0.018103214285714285,0.01816,1/3,2.0,2.0,33.333333333333336,2.0564129856306543,win,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3636,1787314768,ROBOUSDT,LONG,ema_cross_confirmed,ema_cross_confirmed,1,sl,1787380071,0.01609,0.015002241379310345,0.01826551724137931,0.01471,1/3,2.0,2.0,33.333333333333336,-1.2686638135996187,loss,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3637,1787314769,SLXUSDT,LONG,ema_cross_confirmed,ema_cross_confirmed,1,sl,1787380225,0.07292,0.07002655172413792,0.07870689655172415,0.07001,1/3,2.0,2.0,33.333333333333336,-1.005720414730064,loss,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3641,1787318388,TUTUSDT,LONG,overheated_confirmed,overheated_confirmed,1,tp,1787426290,0.041357,0.03384285714285714,0.056385285714285714,0.056385285714285714,1/3,2.0,2.0,33.333333333333336,2.0,win,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3642,1787318392,UAIUSDT,LONG,ema_cross_confirmed,ema_cross_confirmed,1,sl,1787380071,0.2734,0.26112379310344824,0.29795241379310344,0.24179,1/3,2.0,2.0,33.333333333333336,-2.5748995814724265,loss,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3653,1787318936,MEUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787340203,0.0724,0.07038035714285715,0.07643928571428572,0.0687,1/3,2.0,2.0,33.333333333333336,-1.8320070733863867,loss,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
3663,1787319118,SCRTUSDT,LONG,overheated_confirmed,overheated_confirmed,1,sl,1787319236,0.02903,0.026894642857142857,0.03330071428571429,0.02655,1/3,2.0,2.0,33.333333333333336,-1.1613982271282817,loss,bull,close_vs_ema50,1787299200,76743.0,67065.92861301484,
