id,ts_open,ts_open_utc,symbol,direction,alert_type,is_shadow,signal_price,fix_cohort,entry_price,sl_price,tp_price,outcome,exit_ts,exit_ts_utc,r,reason,opposite_within_60m,opposite_ts,opposite_alert_type,range_24h_pct,range_bucket,status_existing,ts_close_existing,exit_price_existing,rsi_1h,rsi_bucket,up_count_12,trend_streak_candles,rsi_oversold_bucket,trend_start_ts,trend_delay_hours,trend_delay_bucket,rsi_source
1557,1786552735,2026-08-12T16:38:55+00:00,BRUSDT,SHORT,pump_24h_fade,1,0.20822,pre_fix,0.20822,0.23945299999999997,0.166576,sl_first,1786569300,2026-08-12T21:15:00+00:00,-1.0,stop_touch,no,,,102.4779,at_or_above_50%,sl,1786632637,0.25228,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1558,1786552735,2026-08-12T16:38:55+00:00,APRUSDT,SHORT,pump_24h_fade,1,0.42903,pre_fix,0.42903,0.4933845,0.34322400000000003,sl_first,1786569300,2026-08-12T21:15:00+00:00,-1.0,stop_touch,no,,,124.7135,at_or_above_50%,sl,1786569532,0.4933845,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1559,1786556016,2026-08-12T17:33:36+00:00,AVAAIUSDT,SHORT,pump_24h_fade,1,0.011186,pre_fix,0.011186,0.012467662038832664,0.008622675922334672,sl_first,1786611600,2026-08-13T09:00:00+00:00,-1.0,stop_touch,no,,,39.3248,below_50%,sl,1786614447,0.012805,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1560,1786556016,2026-08-12T17:33:36+00:00,COTIUSDT,SHORT,pump_24h_fade,1,0.01367,pre_fix,0.01367,0.01476998633607192,0.011470027327856158,tp_first,1786596300,2026-08-13T04:45:00+00:00,2.0,target_touch,no,,,42.5806,below_50%,tp,1786596621,0.01139,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1561,1786557221,2026-08-12T17:53:41+00:00,NBISUSDT,SHORT,pump_24h_fade,1,250.12,pre_fix,250.12,265.21088552043335,219.9382289591333,sl_first,1786628700,2026-08-13T13:45:00+00:00,-1.0,stop_touch,no,,,30.9013,below_50%,sl,1786628434,270.02,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1573,1786564708,2026-08-12T19:58:28+00:00,CYSUSDT,SHORT,pump_24h_fade,1,1.6224,pre_fix,1.6224,2.0435460589059598,0.7801078821880807,unresolved,1786651200,2026-08-13T20:00:00+00:00,1.1490075468284342,window_close,no,,,72.9055,at_or_above_50%,tp,1786840227,0.7801078821880807,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1597,1786601852,2026-08-13T06:17:32+00:00,ACUUSDT,SHORT,pump_24h_fade,1,0.13482,pre_fix,0.13482,0.1488044054888816,0.10685118902223678,tp_first,1786662000,2026-08-13T23:00:00+00:00,2.0,target_touch,yes,1786601435,confluence,52.4606,at_or_above_50%,tp,1786680555,0.10193,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1622,1786615330,2026-08-13T10:02:10+00:00,AVAAIUSDT,SHORT,pump_24h_fade,1,0.013285,pre_fix,0.013285,0.014910927152860437,0.010033145694279126,sl_first,1786652100,2026-08-13T20:15:00+00:00,-1.0,stop_touch,no,,,50.2291,at_or_above_50%,sl,1786654937,0.014910927152860437,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1630,1786618222,2026-08-13T10:50:22+00:00,AKEUSDT,SHORT,pump_24h_fade,1,0.0055148,pre_fix,0.0055148,0.006342019999999999,0.00441184,sl_first,1786633200,2026-08-13T15:00:00+00:00,-1.0,stop_touch,no,,,36.5492,below_50%,sl,1786635990,0.006342019999999999,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1706,1786637345,2026-08-13T16:09:05+00:00,AKEUSDT,SHORT,pump_24h_fade,1,0.0065591,pre_fix,0.0065591,0.007346192,0.004984916,sl_first,1786651200,2026-08-13T20:00:00+00:00,-1.0,stop_touch,no,,,67.1939,at_or_above_50%,sl,1786651094,0.0084791,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1731,1786646488,2026-08-13T18:41:28+00:00,SNXXUSDT,SHORT,pump_24h_fade,1,14.675,pre_fix,14.675,16.436,11.153,sl_first,1786716900,2026-08-14T14:15:00+00:00,-1.0,stop_touch,no,,,38.0443,below_50%,sl,1786743326,16.446,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1735,1786649777,2026-08-13T19:36:17+00:00,EDENUSDT,SHORT,pump_24h_fade,1,0.061,pre_fix,0.061,0.06831999999999999,0.04636,sl_first,1786655700,2026-08-13T21:15:00+00:00,-1.0,stop_touch,no,,,38.362,below_50%,sl,1786656493,0.06831999999999999,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1756,1786680857,2026-08-14T04:14:17+00:00,EDENUSDT,SHORT,pump_24h_fade,1,0.07927,pre_fix,0.07927,0.0887824,0.0602452,tp_first,1786694400,2026-08-14T08:00:00+00:00,1.9999999999999984,target_touch,no,,,91.8692,at_or_above_50%,tp,1786693985,0.0602452,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1768,1786681747,2026-08-14T04:29:07+00:00,SCRTUSDT,SHORT,pump_24h_fade,1,0.03918,pre_fix,0.03918,0.0438816,0.0297768,tp_first,1786704300,2026-08-14T10:45:00+00:00,2.0,target_touch,no,,,46.2702,below_50%,tp,1786704288,0.02975,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1772,1786686236,2026-08-14T05:43:56+00:00,ACEUSDT,SHORT,pump_24h_fade,1,0.1398,pre_fix,0.1398,0.156576,0.10624800000000001,sl_first,1786698000,2026-08-14T09:00:00+00:00,-1.0,stop_touch,no,,,33.9114,below_50%,sl,1786697906,0.1578,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1773,1786686237,2026-08-14T05:43:57+00:00,VELVETUSDT,SHORT,pump_24h_fade,1,0.95201,pre_fix,0.95201,1.0662512,0.7235276,sl_first,1786686300,2026-08-14T05:45:00+00:00,-1.0,stop_touch,yes,1786684030,bb_squeeze,94.7636,at_or_above_50%,sl,1786711139,1.0855,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1779,1786688046,2026-08-14T06:14:06+00:00,AVAAIUSDT,SHORT,pump_24h_fade,1,0.016078,pre_fix,0.016078,0.01800736,0.012219279999999999,unresolved,1786774500,2026-08-15T06:15:00+00:00,0.8116681179251134,window_close,no,,,55.0845,at_or_above_50%,sl,1787216995,0.01800736,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1780,1786688046,2026-08-14T06:14:06+00:00,AKEUSDT,SHORT,pump_24h_fade,1,0.0081962,pre_fix,0.0081962,0.009179744,0.006229112,sl_first,1786702500,2026-08-14T10:15:00+00:00,-1.0,stop_touch,no,,,166.1345,at_or_above_50%,sl,1786702686,0.009179744,,missing,,0,missing,,,no_consecutive_trend,reconstructed
1824,1786702691,2026-08-14T10:18:11+00:00,ACEUSDT,SHORT,pump_24h_fade,1,0.1869,pre_fix,0.1869,0.20932800000000001,0.142044,sl_first,1786704300,2026-08-14T10:45:00+00:00,-1.0,stop_touch,yes,1786700271,overheated_24h,74.5523,at_or_above_50%,sl,1786703792,0.2114,,missing,,0,missing,,,no_consecutive_trend,reconstructed
